Item,AIM Store Cnt,Instock Store Cnt,Store In Stock %,DC BOH Turn,DC BOO Turn,Store BOH,TIL,Need for TIL
850624,646,629,0.974,1540,0,1857,1548,70
850624,759,703,0.926,0,900,2188,1783,129
850624,326,319,0.979,186,216,1068,831,24
850624,658,646,0.982,1732,0,2640,1938,57
850624,370,365,0.986,103,228,954,819,53
850624,478,457,0.955,0,504,1196,1144,84
850624,509,324,0.637,0,1356,731,1143,285
850624,449,443,0.986,742,0,1279,1038,52
850624,343,338,0.985,52,252,1031,799,31
850624,609,574,0.942,1814,0,2282,1712,56
850624,415,413,0.995,1923,0,1605,961,19
868171,1101,1101,1,0,0,326,734,273
868171,250,250,1,0,0,55,250,114
868171,626,626,1,0,0,228,622,246
868171,764,764,1,0,0,316,764,293
868171,802,802,1,0,0,301,796,312
868171,530,530,1,0,0,151,530,220
868171,1599,1599,1,0,0,448,1060,398
868171,1455,1455,1,0,0,445,970,363
868171,774,774,1,0,0,224,517,189
868171,1500,1500,1,0,0,360,996,398
868171,626,626,1,0,0,196,626,253
868171,784,784,1,0,0,292,784,306
868171,1383,1383,1,0,0,392,922,347
868171,1239,1239,1,0,0,370,824,300
868171,933,933,1,0,0,270,620,242
868171,822,822,1,0,0,177,817,361
868171,930,930,1,0,0,188,620,262
908183,274,266,0.972,117,72,604,554,31
908183,337,329,0.978,43,120,761,678,27
908183,272,266,0.979,27,192,699,556,18
908183,441,428,0.97,152,72,1088,888,33
908183,262,257,0.983,42,192,848,534,14
908183,442,427,0.966,159,120,1066,908,54
908183,725,704,0.971,497,72,2249,1510,54
908183,201,195,0.97,301,0,489,427,27
908183,410,400,0.976,203,336,1197,851,39
908183,331,326,0.985,174,0,867,669,25
908183,276,270,0.977,12,432,692,577,30
908183,288,285,0.99,11,144,664,577,23
908183,241,237,0.983,58,120,579,485,21
908183,319,304,0.952,85,192,769,653,32
908183,395,377,0.954,8,288,952,819,35
908183,261,257,0.985,35,336,665,537,27
920128,316,316,1,291,0,802,651,6
920128,293,293,0.999,392,0,739,615,8
920128,394,386,0.979,245,0,942,817,54
920128,355,354,0.998,281,0,904,731,8
920128,281,281,1,60,0,794,622,20
920128,486,486,1,351,0,1247,1011,1
920128,675,675,1,339,0,2129,1562,44
920128,255,255,1,225,0,861,617,20
920128,515,515,0.999,733,0,1761,1245,4
920128,338,338,1,68,0,929,717,7
920128,390,387,0.992,0,444,957,824,11
920128,450,450,1,60,0,1155,917,6
920128,390,390,1,110,0,973,790,2
920128,288,288,1,266,0,835,659,5
920128,448,446,0.996,108,0,1350,1049,4
920128,330,330,1,253,0,934,683,1
936445,400,398,0.996,0,96,1041,928,91
936445,391,389,0.994,0,72,994,917,92
936445,451,449,0.996,0,120,1199,1088,72
936445,497,489,0.984,2,204,1219,1152,116
936445,309,306,0.99,0,252,913,774,89
936445,646,643,0.995,0,348,1756,1530,132
936445,757,749,0.989,0,240,2122,1803,155
936445,326,322,0.986,4,84,825,752,64
936445,658,655,0.996,129,0,1907,1547,11
936445,370,365,0.986,39,96,982,881,109
936445,478,478,0.999,0,132,1223,1092,107
936445,509,509,0.999,0,312,1259,1178,127
936445,449,448,0.997,0,252,1111,1035,122
936445,343,341,0.994,0,132,954,849,68
936445,610,604,0.99,0,168,1736,1461,38
936445,415,414,0.998,24,84,1145,898,9
936447,400,399,0.998,40,0,1083,911,74
936447,391,391,1,0,60,1019,897,86
936447,451,447,0.99,0,84,1162,1064,64
936447,496,494,0.997,2,96,1269,1134,100
936447,309,305,0.988,0,252,873,760,93
936447,645,643,0.997,1,168,1721,1480,87
936447,757,755,0.997,0,204,2153,1749,119
936447,326,322,0.989,19,60,863,727,45
936447,658,655,0.995,25,144,1754,1467,19
936447,370,368,0.995,0,84,1017,870,100
936447,478,477,0.999,0,120,1185,1072,92
936447,509,507,0.996,0,396,1312,1157,104
936447,449,442,0.983,0,252,1089,1004,101
936447,343,339,0.989,0,96,958,805,44
936447,610,589,0.965,0,156,1599,1373,105
936447,415,413,0.996,87,0,1083,874,9
936448,399,396,0.993,25,0,1073,923,101
936448,391,388,0.992,24,36,1038,905,82
936448,451,450,0.999,9,72,1220,1013,43
936448,497,497,1,6,48,1384,1150,79
936448,309,306,0.99,0,120,1000,756,66
936448,645,643,0.996,0,336,1867,1507,140
936448,794,792,0.998,180,96,2633,1912,118
936448,326,324,0.993,125,0,951,754,49
936448,658,657,0.998,106,0,2018,1544,14
936448,370,366,0.988,11,72,1038,873,111
936448,478,475,0.993,0,84,1312,1071,103
936448,509,497,0.976,0,96,1277,1157,152
936448,449,444,0.99,0,252,1189,1026,106
936448,343,340,0.992,10,96,1067,828,12
936448,609,602,0.988,0,240,1741,1440,114
936448,415,414,0.998,155,0,1139,877,8
957603,401,399,0.994,309,0,1320,830,15
957603,389,385,0.989,345,336,1226,832,29
957603,449,401,0.893,0,0,1051,928,133
957603,495,492,0.995,585,360,1792,1071,26
957603,309,307,0.993,1309,0,979,688,19
957603,644,639,0.993,1418,0,2107,1339,27
957603,788,764,0.97,2451,0,2705,1908,76
957603,325,321,0.988,1738,0,1045,742,38
957603,655,650,0.992,304,0,2229,1580,59
957603,370,369,0.997,960,0,1179,779,16
957603,473,468,0.99,970,1200,1495,994,26
957603,506,502,0.992,605,252,1396,1033,40
957603,443,440,0.993,634,348,1413,908,17
957603,339,333,0.981,439,168,1131,786,29
957603,603,560,0.928,727,0,1656,1378,50
957603,409,404,0.987,934,0,1172,847,27
957606,399,307,0.769,657,0,534,818,223
957606,389,354,0.91,195,216,876,815,53
957606,450,371,0.824,0,0,779,930,191
957606,495,454,0.917,975,0,1164,1024,55
957606,305,303,0.993,719,0,867,707,36
957606,643,625,0.971,989,0,1436,1322,73
957606,795,784,0.986,3161,0,2626,1976,99
957606,326,315,0.968,249,240,790,734,45
957606,658,647,0.983,1129,0,1851,1568,70
957606,369,367,0.993,415,72,939,791,41
957606,478,472,0.987,165,696,1075,972,59
957606,509,500,0.983,976,0,1192,1043,53
957606,449,441,0.983,315,912,1042,908,49
957606,343,304,0.885,370,192,847,785,32
957606,608,567,0.933,1652,0,1533,1382,68
957606,415,410,0.987,1312,0,1080,848,36
957608,183,178,0.975,32,60,481,369,15
957608,201,184,0.914,2,288,503,419,51
957608,281,274,0.974,95,84,733,580,30
957608,239,237,0.99,0,300,649,495,25
957608,210,204,0.969,0,312,593,471,33
957608,352,347,0.985,91,72,928,723,25
957608,570,560,0.983,0,708,2309,1365,50
957608,185,179,0.968,192,180,636,411,34
957608,433,428,0.989,267,396,1395,1013,31
957608,197,194,0.984,34,216,483,411,23
957608,297,293,0.988,40,216,893,617,17
957608,243,234,0.962,0,132,579,487,27
957608,223,221,0.991,22,156,523,447,17
957608,246,244,0.991,101,168,709,576,9
957608,405,391,0.965,88,504,1182,927,27
957608,266,260,0.979,28,300,694,539,25
957609,188,187,0.997,35,180,617,381,7
957609,195,195,0.999,160,0,769,408,4
957609,284,283,0.998,328,0,993,598,12
957609,238,234,0.982,158,360,867,501,5
957609,189,189,1,129,120,810,425,3
957609,359,359,0.999,374,0,1279,740,6
957609,571,565,0.99,549,156,2419,1351,18
957609,192,191,0.994,235,72,712,425,9
957609,443,442,0.997,800,156,1664,1047,24
957609,198,198,0.998,169,132,848,417,4
957609,302,301,0.997,322,312,1089,610,4
957609,252,250,0.994,109,168,763,508,13
957609,227,227,0.998,229,96,709,458,7
957609,253,248,0.98,118,132,828,593,10
957609,407,406,0.998,404,0,1700,940,10
957609,265,263,0.994,241,0,968,537,7
972687,401,386,0.963,446,0,957,815,45
972687,392,385,0.982,105,288,870,798,57
972687,451,437,0.969,155,432,1087,927,51
972687,498,484,0.972,95,432,1215,1027,46
972687,309,297,0.96,325,432,1020,799,51
972687,646,623,0.964,608,0,1618,1326,74
972687,796,771,0.968,695,1800,2342,1917,111
972687,326,315,0.967,300,720,973,746,41
972687,658,637,0.968,1267,0,1758,1471,105
972687,370,358,0.968,121,432,1041,836,46
972687,478,462,0.966,520,288,1287,1036,65
972687,509,494,0.971,441,216,1212,1035,53
972687,449,440,0.981,306,216,1086,914,62
972687,343,330,0.963,237,288,806,728,58
972687,612,595,0.972,493,720,1830,1442,96
972687,415,399,0.961,472,0,1008,890,60
559682,400,396,0.991,0,96,1225,803,11
559682,388,385,0.993,42,120,1263,799,20
559682,450,447,0.993,188,264,1560,907,11
559682,492,489,0.994,28,72,1613,1019,17
559682,310,307,0.99,159,240,1257,637,8
559682,647,637,0.985,6,120,2043,1312,27
559682,794,778,0.98,0,1200,2982,1660,47
559682,325,321,0.988,100,480,1226,699,15
559682,656,653,0.995,210,660,2805,1386,18
559682,371,370,0.997,0,108,1290,744,10
559682,476,475,0.998,103,108,1653,971,8
559682,509,508,0.997,0,96,1696,1020,5
559682,449,449,1,56,0,1427,901,2
559682,342,340,0.994,108,336,1373,705,7
559682,608,605,0.995,192,720,2597,1263,17
559682,414,412,0.994,209,216,1665,843,11
867042,400,400,1,0,144,1472,802,4
867042,388,387,0.997,80,216,1518,793,12
867042,450,443,0.984,168,420,1623,903,14
867042,492,489,0.995,66,84,1854,1019,15
867042,310,309,0.996,110,180,1373,630,9
867042,647,629,0.972,84,684,2266,1312,62
867042,794,790,0.996,327,960,3432,1615,13
867042,324,317,0.978,76,396,1179,668,15
867042,656,639,0.975,0,732,2795,1365,53
867042,370,367,0.993,10,168,1607,749,4
867042,475,473,0.995,24,252,2011,956,6
867042,509,507,0.996,134,84,2119,1020,6
867042,449,448,0.998,180,0,1737,901,12
867042,342,337,0.986,110,384,1403,696,8
867042,608,589,0.969,286,1008,2451,1266,14
867042,414,405,0.978,23,528,1551,839,23
867043,400,387,0.966,0,264,1137,804,56
867043,390,387,0.993,0,252,1448,798,12
867043,450,436,0.97,115,432,1498,903,17
867043,495,493,0.996,90,216,1793,1029,10
867043,310,309,0.998,63,216,1420,630,3
867043,646,636,0.984,6,420,2040,1311,21
867043,796,784,0.985,181,900,3287,1624,16
867043,324,313,0.966,257,792,1164,677,9
867043,657,650,0.989,81,492,2906,1372,12
867043,370,369,0.998,99,180,1559,744,1
867043,476,475,0.998,0,216,2024,965,7
867043,509,508,0.998,0,228,1860,1020,6
867043,449,441,0.983,108,0,1574,901,27
867043,342,315,0.922,140,564,1182,699,32
867043,610,570,0.934,65,1272,2263,1262,7
867043,414,413,0.997,2,684,1489,839,8
903988,398,379,0.953,176,216,920,795,119
903988,390,387,0.991,60,132,999,780,41
903988,450,439,0.975,0,288,1187,899,61
903988,492,491,0.997,22,168,1399,982,19
903988,309,299,0.968,2,72,900,620,23
903988,647,646,0.998,0,12,1772,1292,39
903988,793,761,0.96,0,276,2386,1547,57
903988,323,316,0.977,4,276,879,651,48
903988,654,635,0.97,7,396,1914,1312,74
903988,370,366,0.989,0,84,1046,739,25
903988,474,473,0.998,0,72,1422,948,10
903988,509,486,0.955,0,252,1225,1017,104
903988,449,444,0.988,0,96,1230,899,45
903988,342,327,0.955,0,276,1006,684,49
903988,606,572,0.945,23,696,1847,1211,63
903988,413,409,0.99,10,168,1378,824,6
908126,400,400,1,0,144,1315,802,10
908126,387,386,0.996,0,144,1208,790,13
908126,450,430,0.955,4,468,1265,902,58
908126,490,477,0.973,3,360,1385,1019,48
908126,309,307,0.994,2,180,1134,627,11
908126,647,643,0.994,30,312,2002,1310,33
908126,795,787,0.99,53,372,2709,1612,18
908126,325,313,0.964,14,492,990,673,36
908126,656,594,0.906,0,1164,1793,1362,148
908126,371,370,0.998,0,156,1162,744,22
908126,474,470,0.991,0,240,1481,951,20
908126,509,506,0.995,22,168,1730,1024,7
908126,448,448,0.999,28,0,1510,899,8
908126,342,341,0.996,0,252,1177,692,6
908126,609,604,0.991,0,648,2141,1261,34
908126,414,404,0.977,0,288,1395,838,23
216549,401,381,0.949,3,144,793,801,73
216549,392,353,0.901,0,240,630,786,135
216549,451,412,0.914,0,432,808,901,131
216549,499,471,0.944,119,0,923,992,85
216549,309,296,0.957,14,120,593,618,63
216549,644,563,0.874,264,264,1036,1288,234
216549,795,620,0.78,0,1008,1187,1617,364
216549,325,258,0.794,0,432,433,657,183
216549,658,586,0.891,0,768,1220,1388,266
216549,370,262,0.708,0,288,524,739,148
216549,477,432,0.906,480,0,774,955,161
216549,508,289,0.57,0,576,522,1015,325
216549,449,365,0.814,384,0,683,901,176
216549,343,208,0.608,319,264,662,690,60
216549,608,35,0.057,2208,0,83,1312,595
216549,415,124,0.298,1152,0,184,827,354
232807,401,398,0.993,32,132,1334,1202,53
232807,389,384,0.986,24,168,1394,1166,51
232807,451,447,0.99,169,168,1699,1356,46
232807,495,490,0.989,32,156,1834,1477,42
232807,309,308,0.997,80,60,1194,926,29
232807,646,632,0.979,162,168,2346,1936,69
232807,796,792,0.995,391,480,3495,2396,75
232807,327,318,0.971,82,288,1089,985,53
232807,658,651,0.989,262,948,2508,2021,114
232807,370,361,0.975,0,144,1289,1109,55
232807,476,474,0.996,215,96,1684,1436,49
232807,508,506,0.996,54,108,1695,1523,58
232807,448,447,0.999,60,12,1540,1346,46
232807,342,341,0.996,176,192,1276,1028,30
232807,610,602,0.988,607,456,2330,1888,94
232807,415,411,0.991,346,84,1567,1240,56
232813,401,397,0.989,150,228,1696,1609,66
232813,389,378,0.973,135,420,1620,1559,90
232813,451,447,0.992,183,516,1937,1812,92
232813,495,490,0.99,204,276,2126,1961,91
232813,309,309,0.999,239,144,1409,1236,44
232813,646,630,0.975,485,312,2711,2584,140
232813,796,785,0.986,1584,216,3726,3151,158
232813,327,323,0.987,608,288,1532,1324,69
232813,658,650,0.987,133,1656,3037,2659,152
232813,370,367,0.992,96,168,1609,1480,60
232813,478,478,0.999,474,252,2036,1926,115
232813,508,505,0.995,624,0,2127,2032,94
232813,448,447,0.997,314,36,1858,1797,76
232813,343,338,0.984,238,612,1437,1377,82
232813,609,605,0.994,1026,1260,2875,2491,133
232813,415,413,0.996,675,108,1830,1657,86
276485,400,323,0.807,0,240,659,802,142
276485,392,362,0.922,4,192,695,786,121
276485,451,412,0.914,150,168,801,902,137
276485,498,475,0.955,0,192,887,996,139
276485,307,281,0.916,173,0,554,614,62
276485,643,450,0.7,480,0,838,1289,324
276485,794,645,0.812,168,360,1253,1594,330
276485,325,241,0.74,0,336,383,657,220
276485,653,394,0.603,0,1152,673,1372,455
276485,369,313,0.847,161,0,566,737,132
276485,473,433,0.915,340,0,891,949,102
276485,508,476,0.936,155,0,954,1016,116
276485,449,423,0.943,108,0,898,904,83
276485,339,254,0.748,114,240,476,683,141
276485,603,41,0.068,1920,0,65,1294,590
276485,413,284,0.688,252,288,430,828,262
483167,401,377,0.94,2,156,843,806,89
483167,393,380,0.968,36,144,841,804,42
483167,451,421,0.933,8,180,945,918,82
483167,498,474,0.951,54,192,1086,1043,67
483167,310,300,0.969,91,108,793,664,37
483167,644,583,0.905,88,192,1373,1320,105
483167,774,738,0.954,197,528,1928,1700,101
483167,327,307,0.938,4,300,731,714,64
483167,658,623,0.947,0,804,1573,1536,181
483167,370,357,0.966,2,120,805,749,60
483167,476,463,0.973,135,168,1009,961,90
483167,508,501,0.987,55,168,1088,1022,64
483167,447,439,0.981,158,0,947,900,67
483167,342,323,0.945,103,252,784,749,64
483167,611,554,0.907,225,528,1549,1378,107
483167,414,394,0.953,256,48,932,849,67
697531,169,167,0.989,20,72,531,505,39
697531,244,228,0.935,48,228,663,733,101
697531,128,128,0.998,20,60,479,383,16
697531,367,362,0.988,28,120,1261,1089,40
697531,225,221,0.982,110,72,816,679,24
697531,319,309,0.97,122,108,1036,961,57
697531,628,622,0.99,360,444,2533,1894,73
697531,119,114,0.962,49,120,400,365,20
697531,309,305,0.987,54,348,1172,953,50
697531,257,252,0.982,8,132,833,776,40
697531,116,115,0.994,24,48,372,347,23
697531,125,124,0.995,2,48,417,373,9
697531,112,112,1,35,12,385,337,13
697531,322,318,0.989,147,216,1099,970,48
697531,286,280,0.98,139,264,1079,899,43
697531,150,150,0.998,118,12,549,445,17
733288,111,111,0.996,60,0,332,222,3
733288,161,159,0.99,34,24,471,348,7
733288,194,190,0.979,42,24,537,388,14
733288,247,244,0.988,0,72,714,524,22
733288,210,197,0.938,48,48,481,432,33
733288,229,209,0.915,54,0,533,488,35
733288,587,535,0.911,0,312,1436,1212,114
733288,204,183,0.899,2,216,422,438,58
733288,506,492,0.972,0,288,1991,1104,29
733288,160,158,0.988,0,48,556,324,9
733288,240,234,0.973,0,96,754,483,22
733288,151,145,0.958,4,72,362,306,23
733288,146,141,0.967,48,0,396,294,29
733288,271,216,0.798,0,192,714,565,54
733288,484,246,0.508,0,936,948,1054,248
733288,295,273,0.924,0,120,1061,604,46
804093,399,392,0.981,0,48,1059,800,45
804093,381,370,0.971,0,72,921,769,63
804093,449,443,0.986,7,48,1184,911,48
804093,489,479,0.98,15,60,1261,982,45
804093,307,291,0.946,36,48,781,648,51
804093,640,625,0.977,40,48,1602,1295,78
804093,775,757,0.977,497,0,2178,1690,77
804093,323,318,0.983,153,0,891,689,28
804093,636,590,0.927,0,288,1736,1412,140
804093,369,365,0.989,2,24,914,744,27
804093,469,461,0.983,60,24,1216,938,58
804093,507,502,0.989,3,48,1273,1015,60
