basis,aim-store-count,instock-store-count,dc-on-hand,dc-on-order,store-on-hand,target-inventory-level,need-for-til
276778,519,507,0,126,1065,629,13
276778,339,324,0,18,643,386,9
276778,478,469,10,108,1133,623,11
276778,346,336,22,48,681,393,8
276778,296,292,31,36,523,315,5
276778,709,687,22,144,1470,929,21
276778,727,684,0,144,1299,836,46
276778,327,309,59,0,720,376,20
276778,710,689,18,180,1446,809,18
276778,438,368,0,156,705,497,72
276778,440,423,73,78,809,597,30
276778,488,481,69,0,1299,582,7
276778,391,388,68,0,974,539,4
276778,352,346,39,24,819,384,7
276778,603,582,138,96,1011,751,22
276778,350,343,38,0,691,440,8
330002,519,515,25,12,1151,572,3
330002,340,330,3,12,699,366,3
330002,478,471,31,24,1314,540,6
330002,346,338,17,12,730,363,4
330002,296,294,18,12,621,310,3
330002,709,700,5,60,1931,792,6
330002,717,684,0,108,1498,758,32
330002,327,308,45,0,721,356,21
330002,710,682,0,84,1799,780,25
330002,438,397,0,60,917,464,43
330002,441,434,30,48,1102,540,9
330002,488,483,39,0,1129,530,4
330002,391,387,26,0,986,478,3
330002,352,350,22,12,894,361,2
330002,604,586,50,36,1361,724,19
330002,350,345,27,0,944,391,5
249816,519,474,9,48,1005,642,56
249816,345,329,19,84,751,506,17
249816,478,457,125,300,963,588,25
249816,351,336,150,120,773,528,20
249816,296,270,143,192,692,500,50
249816,713,675,53,348,1398,893,56
249816,756,638,0,936,1485,1270,189
249816,327,273,543,0,657,538,89
249816,712,684,213,576,1779,1109,47
249816,439,419,0,336,1056,722,53
249816,441,420,112,180,806,566,34
249816,488,468,278,0,964,616,29
249816,391,374,134,0,713,451,19
249816,352,325,183,180,759,489,39
249816,607,577,601,276,1433,978,55
249816,349,329,265,0,716,469,26
308266,519,512,190,0,1539,1142,41
308266,345,333,168,36,1237,883,18
308266,478,470,300,0,1563,1055,22
308266,352,348,178,96,1090,800,28
308266,296,293,318,96,984,678,19
308266,718,706,244,36,2476,1613,43
308266,761,742,1111,0,2795,2202,98
308266,327,301,481,0,991,878,88
308266,717,704,698,0,3195,1847,31
308266,437,428,0,372,1464,1065,57
308266,441,438,121,72,1540,1011,18
308266,488,478,318,0,1695,1221,45
308266,393,388,173,0,1206,846,21
308266,354,349,872,0,993,805,46
308266,617,609,1580,0,2736,1615,31
308266,350,348,202,0,1273,768,13
460400,519,470,0,504,1421,2078,356
460400,345,335,0,312,1371,1343,112
460400,478,456,162,84,1736,1904,211
460400,351,342,19,276,1463,1378,112
460400,296,296,217,336,1311,1193,75
460400,713,685,1,600,2866,2827,257
460400,748,737,148,1668,3193,3090,198
460400,327,287,651,0,1034,1314,199
460400,712,702,355,276,3140,2844,195
460400,439,434,186,444,1892,1765,116
460400,441,438,1,300,1813,1765,126
460400,488,484,344,0,1976,1951,153
460400,391,384,182,0,1468,1560,151
460400,352,351,172,432,1491,1416,67
460400,607,588,324,288,2517,2410,216
460400,349,346,578,0,1516,1399,96
460403,519,466,0,492,1538,2076,325
460403,342,299,0,372,1013,1325,198
460403,476,465,300,180,1911,1898,149
460403,347,328,0,684,1398,1372,111
460403,296,293,369,480,1295,1199,72
460403,710,647,0,1080,2461,2826,302
460403,747,741,748,1092,3084,3094,219
460403,322,260,450,0,917,1324,215
460403,700,669,2,1164,2843,2844,260
460403,437,425,0,564,1709,1768,150
460403,439,427,147,216,1677,1768,160
460403,488,473,348,0,1938,1968,174
460403,391,385,258,0,1547,1561,135
460403,349,342,334,132,1256,1398,170
460403,599,591,366,252,2692,2385,122
460403,348,344,471,432,1514,1401,83
460423,519,484,0,504,1586,2073,312
460423,344,334,37,252,1383,1332,90
460423,478,458,184,456,1688,1904,237
460423,348,338,182,108,1389,1369,102
460423,296,295,203,420,1237,1192,79
