Vendor,WEEK_NBR,Item,Description,Size,UPC,DC,Active Flag,AIM STR CNT,AIM INSTK STORE CNT,Store In Stock %,DC BOH Turn,DC BOO Turn,Store BOH,Store TIL,Need for Store TIL
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,CR,Y,315,312,99.0%,213,0,963,674,35
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,DT,Y,451,447,99.1%,151,0,1362,913,30
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,EN,Y,320,315,98.4%,163,0,859,652,32
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,FL,Y,290,286,98.6%,110,168,918,726,39
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,IN,Y,667,661,99.1%,133,72,2154,1360,52
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,LA,Y,623,614,98.6%,798,0,1904,1338,80
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,MA,Y,316,313,99.1%,0,192,1013,655,37
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,NJ,Y,689,680,98.7%,1534,0,2415,1401,49
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,OR,Y,429,425,99.1%,34,180,1448,948,44
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,PA,Y,468,464,99.1%,247,156,1377,949,38
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,SC,Y,481,478,99.4%,160,96,1564,975,23
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,TN,Y,387,384,99.2%,140,0,1062,783,28
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,UC,Y,454,441,97.1%,498,72,1259,986,84
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,WN,Y,591,590,99.8%,1158,0,2063,1224,33
10127,201151,308266,CVS BURN SPRAY,4.5Z,5042807099,YK,Y,294,293,99.7%,460,0,927,609,16
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,AL,Y,497,494,99.4%,315,0,1324,752,7
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,CR,Y,314,314,100.0%,411,0,840,552,3
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,DT,Y,453,451,99.6%,721,0,1335,644,3
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,EN,Y,320,319,99.7%,994,0,863,574,8
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,FL,Y,292,291,99.7%,736,0,813,509,14
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,IN,Y,670,670,100.0%,324,0,2032,1076,8
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,LA,Y,618,613,99.2%,638,0,1635,1155,31
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,MA,Y,317,315,99.4%,1100,0,864,471,13
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,NJ,Y,684,676,98.8%,1394,0,2590,1056,23
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,OR,Y,438,436,99.5%,877,0,1493,782,16
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,PA,Y,470,467,99.4%,344,0,1316,656,13
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,SC,Y,480,477,99.4%,932,0,1224,683,8
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,TN,Y,389,389,100.0%,293,0,1160,530,1
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,UC,Y,443,440,99.3%,420,0,1492,804,19
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,WN,Y,591,585,99.0%,544,0,1486,885,20
10127,201151,327095,CVS SCARGELFORKIDS,.7Z,5042808204,YK,Y,295,293,99.3%,45,0,801,441,8
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,AL,Y,496,478,96.4%,83,132,1376,1023,88
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,CR,Y,314,307,97.8%,156,0,845,705,72
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,DT,Y,453,448,98.9%,151,0,1211,911,30
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,EN,Y,319,301,94.4%,137,0,780,758,150
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,FL,Y,292,288,98.6%,168,120,914,767,66
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,IN,Y,666,658,98.8%,192,180,1875,1379,50
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,LA,Y,618,610,98.7%,237,732,1670,1364,85
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,MA,Y,317,312,98.4%,58,144,926,647,28
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,NJ,Y,685,674,98.4%,202,204,2100,1392,65
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,OR,Y,438,430,98.2%,168,156,1295,1094,126
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,PA,Y,470,467,99.4%,291,0,1276,946,32
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,SC,Y,477,474,99.4%,117,96,1357,964,31
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,TN,Y,388,382,98.5%,124,0,1036,779,29
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,UC,Y,443,435,98.2%,727,96,1300,938,78
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,WN,Y,591,587,99.3%,137,276,1839,1188,35
10127,201151,460400,CVS CS COOLING SPR,3Z,5042812926,YK,Y,296,292,98.6%,97,72,849,596,20
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,AL,Y,496,491,99.0%,41,84,1343,993,21
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,CR,Y,313,310,99.0%,137,0,909,630,19
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,DT,Y,452,449,99.3%,57,0,1288,907,22
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,EN,Y,319,307,96.2%,23,0,815,639,48
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,FL,Y,292,290,99.3%,15,108,822,669,32
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,IN,Y,661,657,99.4%,322,0,1864,1348,32
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,LA,Y,616,602,97.7%,171,636,1645,1323,73
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,MA,Y,299,297,99.3%,0,96,893,608,10
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,NJ,Y,644,641,99.5%,598,0,2036,1304,39
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,OR,Y,439,431,98.2%,185,48,1247,919,49
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,PA,Y,467,466,99.8%,82,72,1303,939,14
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,SC,Y,481,473,98.3%,3,96,1350,965,33
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,TN,Y,389,388,99.7%,89,0,1094,784,13
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,UC,Y,441,438,99.3%,549,0,1229,947,77
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,WN,Y,576,574,99.7%,98,180,1780,1160,21
10127,201151,460403,CVS ITCH RELF CS,3Z,5042812927,YK,Y,294,285,96.9%,226,0,783,591,32
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,AL,Y,497,481,96.8%,108,96,1500,1164,116
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,CR,Y,314,310,98.7%,144,0,987,770,55
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,DT,Y,453,453,100.0%,122,0,1406,1024,14
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,EN,Y,320,317,99.1%,149,0,926,751,43
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,FL,Y,292,288,98.6%,48,108,964,713,46
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,IN,Y,669,666,99.6%,59,120,2173,1553,38
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,LA,Y,618,612,99.0%,29,432,1724,1484,114
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,MA,Y,318,316,99.4%,19,84,1042,725,25
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,NJ,Y,685,682,99.6%,199,108,2305,1560,44
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,OR,Y,438,435,99.3%,61,120,1407,1010,47
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,PA,Y,470,468,99.6%,215,12,1466,1074,28
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,SC,Y,479,479,100.0%,19,120,1429,1097,54
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,TN,Y,388,387,99.7%,100,0,1143,880,14
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,UC,Y,418,387,92.6%,229,24,1047,918,120
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,WN,Y,590,586,99.3%,0,240,1903,1349,43
10127,201151,460423,CVS CS FRSTAID SPR,3Z,5042812928,YK,Y,296,293,99.0%,105,36,936,688,24
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,AL,Y,497,492,99.0%,197,0,1111,503,8
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,CR,Y,312,305,97.8%,723,0,725,314,8
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,DT,Y,453,449,99.1%,1014,0,1015,458,4
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,EN,Y,320,318,99.4%,102,0,665,323,2
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,FL,Y,288,282,97.9%,79,60,691,381,22
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,IN,Y,669,665,99.4%,208,0,1637,678,6
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,LA,Y,617,605,98.1%,107,144,1347,658,16
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,MA,Y,312,308,98.7%,358,0,708,323,4
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,NJ,Y,681,659,96.8%,28,180,1612,701,22
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,OR,Y,433,425,98.2%,1105,0,1018,469,15
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,PA,Y,467,461,98.7%,73,0,998,479,7
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,SC,Y,480,478,99.6%,380,0,1119,480,2
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,TN,Y,387,385,99.5%,105,0,841,389,2
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,UC,Y,440,430,97.7%,183,84,1097,504,13
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,WN,Y,587,579,98.6%,82,144,1333,611,9
10127,201151,480957,CVS SCAR CRM SPF30,.7Z,5042814076,YK,Y,296,292,98.6%,99,0,728,307,4
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,AL,Y,491,480,97.8%,121,0,1875,978,25
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,CR,Y,314,313,99.7%,106,0,861,628,8
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,DT,Y,451,449,99.6%,107,0,1179,902,12
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,EN,Y,318,317,99.7%,119,0,775,636,18
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,FL,Y,292,292,100.0%,57,0,751,598,12
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,IN,Y,650,648,99.7%,124,0,1784,1301,25
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,LA,Y,614,609,99.2%,374,0,1484,1234,48
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,MA,Y,313,306,97.8%,133,0,794,626,28
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,NJ,Y,669,660,98.7%,231,0,2526,1338,34
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,OR,Y,436,434,99.5%,145,0,1208,874,13
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,PA,Y,460,458,99.6%,72,0,1195,920,21
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,SC,Y,474,472,99.6%,94,0,1585,946,23
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,TN,Y,382,380,99.5%,114,0,1408,764,12
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,UC,Y,446,445,99.8%,114,0,1320,900,24
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,WN,Y,576,573,99.5%,261,0,1395,1152,33
10127,201151,488681,CVS SCAR TRTMT OIL,2Z,5042814415,YK,Y,285,282,98.9%,28,0,788,571,16
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,AL,Y,340,324,95.3%,138,132,774,681,76
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,CR,Y,288,287,99.7%,177,0,721,579,22
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,DT,Y,261,252,96.6%,123,0,591,522,46
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,EN,Y,292,289,99.0%,130,0,662,585,33
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,FL,Y,285,280,98.2%,56,108,745,645,40
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,IN,Y,490,487,99.4%,20,240,1231,986,46
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,LA,Y,597,587,98.3%,53,720,1425,1230,91
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,MA,Y,210,205,97.6%,45,132,513,426,28
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,NJ,Y,508,489,96.3%,189,168,1264,1025,88
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,OR,Y,416,412,99.0%,22,204,1024,866,51
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,PA,Y,260,256,98.5%,148,144,636,525,36
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,SC,Y,269,264,98.1%,52,132,619,540,33
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,TN,Y,202,199,98.5%,152,0,496,419,23
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,UC,Y,439,433,98.6%,398,216,1065,914,77
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,WN,Y,422,421,99.8%,215,336,1051,849,44
10127,201151,689296,CVS CPSCN ARTH RLF,1Z,5042814631,YK,Y,197,193,98.0%,38,84,494,405,28
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,AL,Y,494,488,98.8%,353,180,1209,994,42
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,CR,Y,314,307,97.8%,314,0,818,637,41
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,DT,Y,453,446,98.5%,229,0,1160,908,45
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,EN,Y,313,309,98.7%,313,0,745,628,30
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,FL,Y,291,286,98.3%,335,216,793,660,45
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,IN,Y,667,661,99.1%,144,276,1734,1340,50
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,LA,Y,618,606,98.1%,462,684,1590,1279,91
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,MA,Y,314,309,98.4%,203,216,835,673,53
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,NJ,Y,683,661,96.8%,550,420,1904,1409,103
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,OR,Y,434,423,97.5%,226,288,1083,910,68
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,PA,Y,470,463,98.5%,344,216,1157,949,54
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,SC,Y,477,469,98.3%,227,120,1216,959,48
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,TN,Y,387,380,98.2%,240,0,933,777,33
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,UC,Y,438,425,97.0%,408,216,1105,930,83
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,WN,Y,591,583,98.6%,423,516,1589,1190,67
10127,201151,716887,CVS SRE MSCL SPRY,4Z,5042816481,YK,Y,296,294,99.3%,27,120,763,596,23
10529,201151,716882,BLADE STYLNG PASTE,2.75,5042816474,FL,Y,282,282,100.0%,131,0,840,566,10
10529,201151,716882,BLADE STYLNG PASTE,2.75,5042816474,YK,Y,284,284,100.0%,59,0,740,574,13
10529,201151,716883,BLADE GEL MED HOLD,8Z,5042816475,FL,Y,282,281,99.6%,45,0,915,578,10
10529,201151,716883,BLADE GEL MED HOLD,8Z,5042816475,MA,Y,298,298,100.0%,114,0,910,604,5
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,AL,Y,226,225,99.6%,96,0,624,450,4
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,CR,Y,216,216,100.0%,96,0,552,430,1
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,DT,Y,290,290,100.0%,71,0,799,576,1
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,EN,Y,221,220,99.5%,234,0,566,438,3
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,FL,Y,225,224,99.6%,119,12,589,450,3
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,IN,Y,418,418,100.0%,201,0,1129,836,3
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,LA,Y,524,520,99.2%,207,0,1374,1045,16
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,MA,Y,229,228,99.6%,179,0,689,463,2
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,NJ,Y,572,565,98.8%,422,0,1798,1143,19
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,OR,Y,279,279,100.0%,286,0,1031,558,1
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,PA,Y,271,269,99.3%,185,0,782,540,2
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,SC,Y,224,224,100.0%,287,0,678,448,2
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,TN,Y,138,136,98.6%,174,0,413,274,2
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,UC,Y,354,353,99.7%,162,0,941,708,2
12723,201151,848334,CVS BBY SUN LTN,3Z,5042869715,WN,Y,507,505,99.6%,552,0,1556,1025,6
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,AL,Y,213,211,99.1%,50,0,582,426,8
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,CR,Y,191,189,99.0%,47,0,520,381,7
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,DT,Y,289,289,100.0%,200,0,792,576,1
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,EN,Y,159,159,100.0%,154,0,417,316,1
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,FL,Y,158,157,99.4%,7,96,383,316,4
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,IN,Y,404,404,100.0%,325,0,1062,806,5
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,LA,Y,500,494,98.8%,288,0,1354,998,12
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,MA,Y,227,226,99.6%,52,0,650,455,4
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,NJ,Y,565,553,97.9%,570,0,1637,1112,21
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,OR,Y,153,152,99.3%,138,0,428,306,2
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,PA,Y,272,270,99.3%,150,0,749,541,0
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,SC,Y,222,222,100.0%,359,0,619,444,1
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,TN,Y,138,137,99.3%,279,0,398,272,0
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,UC,Y,285,281,98.6%,195,0,794,567,7
12723,201151,848337,CVS BBY SUN STK,0.47,5042860697,WN,Y,505,501,99.2%,266,0,1477,1017,11
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,CR,Y,312,312,100.0%,180,0,1128,624,4
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,EN,Y,318,318,100.0%,200,0,1195,636,1
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,FL,Y,292,279,95.5%,0,924,957,637,77
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,IN,Y,1547,1540,99.5%,1388,0,5523,3097,42
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,LA,Y,618,606,98.1%,0,156,2358,1242,64
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,NJ,Y,676,672,99.4%,401,0,3468,1367,31
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,OR,Y,435,435,100.0%,389,1212,1799,903,17
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,TN,Y,1631,1625,99.6%,315,0,6039,3283,37
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,UC,Y,451,447,99.1%,270,60,1584,1034,56
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,WN,Y,568,563,99.1%,770,0,2413,1141,20
13082,201151,199279,CVS SNSCN LTN BS50,10Z,5042804004,YK,Y,285,284,99.6%,289,0,1105,570,6
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,CR,Y,311,311,100.0%,18,24,1302,622,0
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,EN,Y,318,316,99.4%,126,0,1361,637,5
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,FL,Y,292,290,99.3%,14,936,1116,688,36
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,IN,Y,1550,1539,99.3%,1730,0,5643,3104,60
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,LA,Y,619,612,98.9%,0,120,2396,1250,31
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,NJ,Y,678,670,98.8%,4031,0,2964,1369,44
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,OR,Y,439,439,100.0%,549,960,1962,926,18
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,TN,Y,1626,1618,99.5%,4182,0,6809,3266,38
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,UC,Y,417,413,99.0%,95,156,1678,834,11
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,WN,Y,574,572,99.7%,1076,0,2672,1156,22
13082,201151,199296,CVS SUNSCRN LOT#30,10 Z,5042804008,YK,Y,288,286,99.3%,565,0,1060,578,13
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,CR,Y,82,82,100.0%,503,0,279,178,5
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,EN,Y,77,75,97.4%,534,0,210,158,5
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,FL,Y,281,278,98.9%,99,1092,904,660,30
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,IN,Y,254,233,91.7%,446,0,730,508,39
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,LA,Y,163,161,98.8%,726,0,627,376,17
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,NJ,Y,199,186,93.5%,120,0,948,429,43
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,OR,Y,422,419,99.3%,49,1524,1450,946,24
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,TN,Y,280,260,92.9%,320,0,925,581,51
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,UC,Y,123,122,99.2%,5175,0,713,270,2
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,WN,Y,153,149,97.4%,492,0,469,324,21
13082,201151,351097,CVS DARK TANNG OIL,8.0Z,5042875727,YK,Y,75,75,100.0%,549,0,245,151,5
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,CR,Y,312,308,98.7%,23,108,1038,627,13
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,EN,Y,320,314,98.1%,211,0,1199,635,8
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,FL,Y,292,288,98.6%,113,2568,1196,687,45
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,IN,Y,1527,1496,98.0%,1584,0,5322,3067,79
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,LA,Y,618,573,92.7%,0,276,1869,1257,154
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,NJ,Y,678,673,99.3%,2651,0,3717,1387,18
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,OR,Y,439,436,99.3%,326,2688,1971,933,28
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,TN,Y,1612,1567,97.2%,1726,0,5394,3220,75
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,UC,Y,434,410,94.5%,17,180,1818,921,86
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,WN,Y,577,570,98.8%,641,0,2951,1165,30
13082,201151,442893,CVS SNSTK SP SPF50,.5Z,5042811989,YK,Y,289,286,99.0%,200,0,1325,575,9
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,CR,Y,43,26,60.5%,42,0,87,60,6
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,EN,Y,39,23,59.0%,1184,0,75,48,0
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,FL,Y,31,20,64.5%,411,0,163,40,0
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,IN,Y,162,110,67.9%,2001,0,420,240,10
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,LA,Y,120,100,83.3%,134,0,420,215,11
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,NJ,Y,76,57,75.0%,1526,0,284,126,8
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,OR,Y,47,27,57.4%,495,0,106,71,7
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,TN,Y,116,74,63.8%,2214,0,311,159,8
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,UC,Y,66,52,78.8%,143,0,201,106,1
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,WN,Y,78,66,84.6%,1255,0,410,151,3
13082,201151,689603,CVS BBY SNSTKSPF50,.5Z,5042814660,YK,Y,29,26,89.7%,463,0,114,57,0
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,CR,Y,50,50,100.0%,58,0,189,105,2
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,EN,Y,55,54,98.2%,324,0,208,115,2
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,FL,Y,272,270,99.3%,23,612,981,558,10
