basis,aim-store-count,instock-store-count,dc-on-hand,dc-on-order,store-on-hand,target-inventory-level,need-for-til
276778,514,502,0,66,1057,589,16
276778,326,322,21,12,703,375,3
276778,475,468,38,24,1110,521,9
276778,331,321,85,24,673,375,11
276778,293,279,31,12,560,333,18
276778,681,673,71,84,1437,795,11
276778,723,704,2,126,1506,866,33
276778,323,318,46,12,794,378,9
276778,702,666,77,108,1452,765,46
276778,421,406,126,54,822,494,19
276778,471,457,0,72,897,500,16
276778,487,481,13,36,1020,566,11
276778,391,379,29,30,815,429,14
276778,368,366,21,18,938,402,7
276778,598,579,67,24,1017,632,21
276778,308,300,27,24,646,324,8
330002,514,511,20,0,1145,608,10
330002,327,321,13,0,685,376,6
330002,475,471,29,12,1331,524,8
330002,331,322,15,12,717,359,8
330002,293,289,18,0,568,309,5
330002,681,675,2,48,1937,830,8
330002,690,682,21,48,1451,817,17
330002,323,319,14,24,704,347,5
330002,701,686,48,48,1806,732,15
330002,421,416,7,24,954,457,10
330002,472,467,5,12,1228,558,21
330002,486,482,1,0,1082,573,12
330002,391,390,0,12,978,485,7
330002,368,360,19,0,894,424,17
330002,598,590,37,12,1322,620,10
330002,308,306,26,0,853,320,2
249816,515,508,214,252,1299,1004,31
249816,329,322,46,48,801,643,23
249816,475,471,372,132,1229,909,23
249816,332,326,125,216,845,650,21
249816,293,281,210,36,727,589,43
249816,685,674,185,372,1730,1320,35
249816,729,715,586,768,1937,1573,66
249816,323,317,377,108,977,660,28
249816,706,686,277,624,1862,1353,73
249816,439,430,256,312,1182,884,52
249816,472,451,0,324,1018,909,93
249816,487,480,22,240,1213,952,28
249816,391,388,22,132,902,739,28
249816,368,361,215,252,1094,746,35
249816,599,576,777,72,1532,1159,79
249816,308,304,282,72,786,567,17
308266,515,510,357,36,1572,1090,31
308266,329,324,89,60,1095,762,18
308266,475,475,192,0,1477,980,12
308266,334,327,307,0,1113,719,13
308266,293,291,132,84,967,672,31
308266,691,684,3406,0,2390,1437,24
308266,731,720,746,0,2578,1796,74
308266,323,322,277,0,1131,706,16
308266,712,705,176,276,2835,1544,37
308266,437,435,169,300,1569,991,29
308266,472,468,1740,0,1479,1010,28
308266,487,484,46,60,1696,1019,15
308266,393,389,1108,0,1111,806,18
308266,370,366,2166,0,1009,812,49
308266,609,605,2288,0,2316,1310,15
308266,308,306,1429,0,1e3,638,10
460400,515,505,660,0,1474,1073,26
460400,329,323,20,84,1060,824,35
460400,475,474,422,0,1385,964,16
460400,332,327,12,192,1074,788,29
460400,293,292,311,24,991,744,34
460400,685,676,792,0,2122,1418,30
460400,717,703,2381,0,2324,1910,96
460400,323,321,594,0,1151,764,35
460400,706,697,1191,0,2381,1524,42
460400,439,434,397,144,1414,1050,54
460400,472,466,306,0,1356,995,36
460400,487,485,62,168,1434,1002,20
460400,391,388,0,108,1134,813,23
460400,368,365,624,0,1188,918,38
460400,599,594,497,0,2036,1266,29
460400,308,304,732,0,935,718,26
460403,514,507,1527,0,1544,1066,14
460403,326,322,93,60,1047,804,32
460403,473,472,1317,0,1372,958,7
460403,330,322,15,84,1013,798,37
460403,293,289,282,96,936,753,40
460403,682,673,3237,0,2116,1378,23
460403,717,707,2127,0,2307,1892,95
460403,318,313,202,48,1252,761,20
460403,694,681,1029,0,2475,1518,39
460403,438,426,429,72,1412,1033,70
460403,470,464,644,0,1410,984,27
460403,487,481,677,0,1406,1002,18
460403,391,389,402,0,1163,815,18
460403,366,360,520,0,1252,918,36
460403,591,586,1305,0,1979,1247,30
460403,307,305,1558,0,983,721,14
460423,515,510,218,96,1479,1042,22
460423,328,322,80,72,898,672,15
460423,475,473,288,36,1361,950,11
460423,331,325,6,96,892,675,20
460423,293,291,81,72,868,626,18
460423,685,678,563,0,2069,1365,19
460423,691,684,352,180,1884,1427,50
460423,323,320,107,24,1026,660,11
460423,703,693,532,0,2229,1443,25
460423,439,432,161,132,1305,905,48
460423,472,470,936,0,1299,954,17
460423,487,461,24,300,1210,982,86
460423,391,390,9,96,1058,788,11
460423,368,366,187,120,1075,758,29
460423,599,597,115,60,1784,1215,33
460423,307,303,329,12,887,629,11
689296,502,481,202,384,1198,1008,44
689296,327,313,107,96,770,660,38
689296,452,414,568,0,969,866,49
689296,329,321,90,144,780,665,27
689296,293,291,219,84,742,623,28
689296,645,629,562,72,1570,1327,47
689296,702,685,338,708,1840,1530,72
689296,311,301,265,108,823,671,25
689296,684,648,661,732,1744,1423,61
689296,434,432,326,348,1068,923,59
689296,451,431,45,252,1057,937,40
689296,467,456,29,216,1122,952,28
689296,367,343,254,144,810,736,31
689296,361,357,337,240,995,784,39
689296,564,552,856,180,1419,1200,49
689296,286,275,421,60,718,618,36
716887,512,506,107,324,1238,1055,42
716887,328,319,352,0,823,716,42
716887,475,471,429,144,1163,965,36
716887,325,314,69,324,772,694,41
716887,288,280,255,108,790,743,56
716887,683,675,165,456,1709,1388,39
716887,716,704,507,888,1940,1698,90
716887,322,321,393,84,948,760,33
716887,707,690,500,900,2070,1696,88
716887,433,425,441,444,1115,1009,66
716887,472,466,0,552,1129,993,54
716887,487,479,104,240,1129,996,46
716887,392,388,134,132,901,792,34
716887,369,361,402,240,908,790,42
716887,600,593,709,144,1566,1290,58
716887,308,304,174,168,743,658,28
850624,515,512,505,0,1453,1035,16
850624,329,323,1779,0,943,670,19
850624,475,474,429,0,2815,954,13
850624,332,328,635,0,1039,667,12
850624,293,293,291,24,914,629,19
850624,685,678,651,0,1975,1369,10
850624,704,698,1495,0,2010,1494,32
850624,323,321,500,0,1088,670,9
850624,706,700,6975,0,2255,1456,30
850624,438,435,336,36,1249,909,26
850624,472,470,455,60,1357,953,12
850624,487,483,2548,0,1373,987,10
850624,391,390,2099,0,1100,789,7
850624,368,366,284,0,1051,755,26
850624,600,597,923,0,1842,1219,21
850624,308,305,501,0,973,629,12
868171,515,511,81,132,1166,1031,23
868171,329,308,121,120,657,651,55
868171,475,472,209,12,1101,950,18
868171,333,328,79,120,753,657,17
868171,293,289,93,60,710,592,21
868171,686,677,151,144,1576,1364,26
868171,691,686,156,240,1524,1383,43
868171,323,319,226,36,788,652,18
868171,706,695,187,312,1614,1423,58
868171,437,431,103,144,960,875,35
868171,472,469,5,240,1056,951,25
868171,487,483,0,180,1085,975,28
868171,392,389,43,72,865,781,16
868171,369,362,209,96,801,732,27
868171,601,594,277,84,1332,1201,36
868171,308,306,159,60,674,614,24
122649,514,496,0,0,1478,1539,191
122649,326,313,0,0,887,974,121
122649,475,453,0,0,1409,1428,138
122649,327,315,0,0,893,978,128
122649,293,220,3,0,563,907,178
122649,682,668,0,0,2068,2043,132
122649,729,579,0,0,1593,2351,458
122649,323,267,0,0,766,1e3,187
122649,702,542,0,0,1480,2169,424
122649,438,413,0,0,1165,1314,212
122649,471,432,0,0,1225,1419,176
122649,485,469,0,0,1312,1449,218
122649,390,382,0,0,1132,1169,87
122649,368,306,0,0,850,1111,200
122649,597,400,0,0,929,1850,447
122649,308,240,0,0,648,928,182
559682,514,508,36,144,1405,1039,11
559682,326,316,0,132,756,662,35
559682,475,475,52,240,1344,966,9
559682,327,325,15,96,900,658,4
