basis,aim-store-count,instock-store-count,dc-on-hand,dc-on-order,store-on-hand,target-inventory-level,need-for-til
276778,499,489,84,36,1130,666,15
276778,315,312,52,0,733,406,9
276778,451,444,102,30,1163,562,9
276778,321,308,75,0,634,418,20
276778,292,285,85,18,600,341,9
276778,672,664,38,6,1554,855,10
276778,708,684,163,90,1524,885,28
276778,318,313,81,18,803,385,7
276778,609,591,181,102,1296,721,22
276778,424,413,43,84,869,562,16
276778,434,426,129,0,915,521,13
276778,483,474,55,36,1058,633,11
276778,387,376,77,12,1012,474,11
276778,360,351,239,0,922,382,10
276778,585,570,190,0,1104,710,22
276778,412,399,103,0,848,486,17
330002,497,493,151,0,1028,556,7
330002,314,311,34,0,674,344,3
330002,451,445,22,36,1330,477,6
330002,320,310,54,0,652,349,13
330002,291,291,100,36,514,304,0
330002,675,671,67,24,1971,773,4
330002,679,663,330,0,1246,748,16
330002,316,311,54,48,614,328,5
330002,610,602,306,0,1273,622,8
330002,424,421,53,12,961,450,3
330002,434,427,78,12,1067,453,8
330002,482,472,76,24,1029,526,12
330002,387,384,42,36,986,415,4
330002,359,350,353,0,723,406,9
330002,584,577,226,0,1177,600,7
330002,410,402,135,0,1114,412,8
249816,500,488,36,324,1029,660,24
249816,316,313,223,0,670,426,15
249816,452,439,101,60,912,629,25
249816,321,307,127,0,635,398,19
249816,292,287,143,72,637,406,9
249816,677,660,134,408,1498,910,32
249816,718,689,773,60,1721,1141,73
249816,317,313,403,0,841,537,30
249816,608,592,41,756,1423,937,44
249816,440,424,50,252,1048,604,28
249816,433,419,266,120,943,629,25
249816,482,471,68,192,1038,695,24
249816,388,380,125,48,835,552,13
249816,359,348,1231,0,854,501,22
249816,588,570,51,744,1371,922,50
249816,410,395,310,0,844,589,37
308266,499,491,48,2052,1698,1544,124
308266,318,315,1756,0,1323,1303,94
308266,451,449,44,660,1591,1453,87
308266,321,315,528,0,1083,1060,94
308266,291,287,243,780,1059,1008,66
308266,674,673,861,1296,2777,2350,113
308266,719,700,1651,660,2803,2901,252
308266,316,310,746,888,1229,1154,86
308266,611,606,849,4500,2806,2357,161
308266,435,430,644,420,2264,1668,114
308266,435,431,936,1464,1474,1429,105
308266,484,466,1078,1080,1789,1788,221
308266,386,384,112,1368,1227,1196,90
308266,359,348,896,0,893,863,98
308266,589,572,212,792,2432,2445,215
308266,411,406,672,0,1510,1411,86
327095,500,497,37,0,1257,800,24
327095,317,315,109,0,798,574,9
327095,453,449,539,0,1209,660,7
327095,321,320,699,0,833,586,10
327095,292,288,429,0,762,487,9
327095,675,672,0,0,1955,1133,21
327095,692,636,0,0,1764,1326,149
327095,317,312,703,0,853,513,17
327095,610,596,286,0,1629,990,37
327095,439,437,572,0,1488,775,9
327095,435,435,48,0,1160,649,5
327095,481,473,650,0,1133,715,21
327095,388,386,169,0,1095,557,10
327095,360,357,118,0,1104,665,19
327095,587,554,0,0,1369,925,73
327095,412,387,0,0,1032,648,50
460400,501,470,152,1176,1276,1065,124
460400,317,310,346,0,910,738,45
460400,451,441,132,48,1233,920,28
460400,321,318,280,0,935,784,49
460400,292,285,264,120,982,756,41
460400,672,665,379,0,1823,1451,69
460400,703,689,699,396,1992,1764,134
460400,315,293,0,432,874,689,66
460400,611,596,133,1152,1976,1338,86
460400,440,432,317,96,1476,1149,78
460400,431,415,516,336,1188,901,59
460400,484,470,0,408,1289,1043,83
460400,386,382,49,444,1029,792,42
460400,360,351,145,612,1021,767,62
460400,585,572,111,744,1767,1257,66
460400,413,407,335,0,1167,857,43
460403,500,482,0,852,1360,1259,126
460403,315,299,663,0,852,803,110
460403,452,437,0,396,1224,1133,110
460403,320,314,372,0,879,772,68
460403,292,289,6,240,957,820,53
460403,666,659,605,0,2095,1728,78
460403,703,685,302,468,2044,1815,138
460403,297,274,492,120,937,969,123
460403,571,514,568,3e3,1834,2080,276
460403,440,437,84,384,1531,1212,84
460403,430,428,265,684,1342,1211,68
460403,481,451,0,396,1341,1338,178
460403,387,359,0,1140,1053,1074,135
460403,359,348,654,0,1027,783,58
460403,571,492,0,3972,1476,1896,319
460403,407,394,801,0,1317,1249,82
460423,500,414,401,408,1266,1191,211
460423,317,312,249,0,949,796,52
460423,453,449,0,204,1345,1030,36
460423,321,317,336,0,931,760,36
460423,292,280,5,288,883,687,48
460423,676,669,194,1104,2186,1582,51
460423,682,675,702,600,1947,1685,129
460423,317,309,121,444,950,747,60
460423,610,570,0,864,1789,1426,175
460423,439,429,0,528,1374,1015,68
460423,433,427,196,636,1359,1005,38
460423,483,471,0,408,1358,1130,92
460423,387,384,68,528,1067,882,35
460423,361,351,3230,0,1e3,775,45
460423,587,582,0,600,1914,1348,85
460423,412,404,43,0,1244,960,49
480957,501,491,114,372,1e3,523,11
480957,314,309,487,0,655,334,10
480957,453,447,787,0,885,472,6
480957,319,285,36,0,530,335,36
480957,288,281,120,0,614,333,8
480957,674,667,54,144,1447,701,8
480957,702,675,403,108,1469,826,33
480957,311,301,34,480,660,369,18
480957,604,572,120,372,1271,682,39
480957,433,427,603,0,911,468,11
480957,431,423,84,60,820,454,9
480957,482,471,31,48,1e3,510,14
480957,386,377,169,0,751,398,11
480957,359,342,176,0,798,424,23
480957,581,553,166,180,1106,642,32
480957,412,398,23,0,910,452,15
689296,347,342,175,120,857,709,36
689296,292,287,123,0,769,599,30
689296,261,259,166,120,655,538,27
689296,294,291,157,0,680,595,24
689296,285,283,135,228,714,592,24
689296,500,492,178,384,1253,1028,43
689296,668,663,392,552,1638,1452,92
689296,214,201,132,216,555,480,40
689296,451,447,150,756,1247,961,42
689296,417,413,157,156,1030,860,42
689296,246,241,154,96,583,514,31
689296,273,266,491,0,638,571,39
689296,209,207,146,252,520,454,21
689296,353,346,471,0,888,747,50
689296,426,420,0,804,1077,911,54
689296,284,276,215,0,703,600,36
716887,494,486,170,288,1179,1018,51
716887,317,306,460,0,783,710,56
716887,452,445,102,144,1120,925,44
716887,312,300,239,0,757,662,36
716887,290,288,209,204,861,744,35
716887,675,660,47,348,1679,1387,73
716887,701,681,499,624,1835,1682,124
716887,314,308,246,396,899,775,45
716887,611,598,0,1356,1763,1448,102
716887,434,431,244,312,1137,977,54
716887,435,429,269,204,1065,927,47
716887,482,475,127,120,1142,1001,56
716887,386,382,68,228,886,789,32
716887,359,354,781,12,852,757,60
716887,586,578,294,192,1503,1250,69
716887,411,405,385,0,1021,875,45
868171,497,483,226,168,1016,1008,77
868171,316,314,243,0,699,641,24
868171,450,448,196,168,989,911,19
868171,319,317,302,0,728,647,19
868171,291,289,147,240,732,597,18
868171,676,671,365,132,1453,1370,49
868171,670,666,554,228,1601,1441,44
868171,315,312,334,240,854,752,31
868171,610,605,540,564,1451,1282,44
868171,436,428,0,456,955,896,56
868171,435,433,331,144,976,906,29
868171,481,478,139,120,993,968,35
868171,384,383,94,144,777,772,31
868171,358,355,220,0,791,726,19
868171,582,577,354,276,1292,1198,40
868171,407,402,0,0,873,825,44
122649,497,488,0,312,1492,1491,184
122649,316,313,372,0,912,948,126
122649,453,450,0,360,1511,1359,36
122649,318,315,198,0,891,954,134
122649,292,291,389,0,939,888,103
122649,676,674,2,312,2265,2029,31
122649,717,710,862,0,2265,2296,270
122649,317,313,251,120,1044,989,105
122649,612,558,732,504,1878,1857,221
122649,438,436,439,0,1329,1316,144
122649,435,434,71,336,1373,1314,56
122649,479,477,395,0,1360,1437,179
122649,387,387,430,0,1230,1161,31
122649,360,357,682,0,1195,1079,59
122649,585,583,355,1200,1991,1788,103
122649,411,400,466,0,1282,1238,75
559682,500,498,154,0,1371,1011,16
559682,316,312,503,0,823,639,20
559682,453,447,221,48,1263,915,29
