basis,aim-store-count,instock-store-count,dc-on-hand,dc-on-order,store-on-hand,target-inventory-level,need-for-til
276778,506,500,43,24,1090,646,10
276778,321,315,19,24,718,438,10
276778,466,456,59,24,1147,553,12
276778,320,308,30,0,600,433,23
276778,291,286,43,0,597,344,8
276778,665,655,33,48,1480,810,11
276778,719,702,90,102,1561,845,22
276778,320,312,21,30,825,372,11
276778,687,665,89,72,1553,731,23
276778,420,397,83,0,821,600,35
276778,469,460,61,30,949,506,10
276778,483,466,34,42,1016,591,20
276778,385,371,4,0,794,440,18
276778,366,363,21,6,929,382,4
276778,594,577,130,0,1074,632,19
276778,303,296,52,0,632,321,8
330002,508,504,13,48,1096,595,6
330002,320,316,15,12,694,354,7
330002,467,462,50,12,1349,497,5
330002,323,320,41,0,722,352,3
330002,290,288,28,0,568,303,2
330002,667,663,10,48,1953,761,5
330002,681,674,75,60,1418,740,7
330002,320,315,63,24,720,338,5
330002,687,681,46,36,1806,704,6
330002,419,415,32,12,979,456,4
330002,465,461,42,12,1233,489,4
330002,484,481,6,48,1089,549,3
330002,387,382,26,0,984,417,5
330002,365,358,155,0,854,382,8
330002,593,586,70,0,1349,611,7
330002,301,298,24,0,821,304,3
249816,512,495,0,264,1191,978,62
249816,322,318,192,24,770,621,32
249816,467,458,111,276,1162,891,34
249816,324,303,216,0,759,629,60
249816,292,277,80,0,656,546,44
249816,674,662,3,216,1716,1284,52
249816,724,644,372,540,1571,1533,223
249816,320,282,0,828,720,627,92
249816,693,650,303,240,1735,1292,103
249816,437,415,117,144,1087,857,57
249816,469,443,150,144,1019,891,79
249816,485,454,107,204,1062,943,93
249816,388,386,282,0,873,731,32
249816,366,338,312,144,858,725,91
249816,595,586,447,0,1496,1112,60
249816,305,291,328,0,688,556,34
308266,509,502,981,0,1836,1182,49
308266,323,321,567,0,1333,876,23
308266,466,464,728,0,1686,1045,22
308266,324,320,933,0,1347,754,14
308266,293,291,230,0,1101,718,23
308266,671,670,4065,0,2835,1519,22
308266,726,717,2868,0,3100,2376,114
308266,322,321,711,0,1290,849,24
308266,696,685,862,0,3162,1879,59
