Item,AIM Store Cnt,Instock Store Cnt,Store In Stock %,DC BOH Turn,DC BOO Turn,Store BOH,TIL,Need for TIL
950389,351,351,1,1107,0,3387,1071,27
950389,1100,1092,0.993,0,0,7277,2499,60
950389,335,330,0.986,1614,156,2038,930,49
950389,2264,2264,1,0,0,7073,1230,24
950389,2106,2106,1,0,0,5682,1434,34
950398,385,384,0.996,1035,0,2117,931,12
950398,483,473,0.979,147,0,2037,1158,59
950398,310,304,0.982,1082,0,2651,705,8
950398,1075,1047,0.974,2215,0,4598,2214,83
950398,778,769,0.988,1188,0,8389,2013,33
950398,652,637,0.976,2067,0,4083,1632,50
950398,351,350,0.997,1139,0,4141,757,2
950398,1661,1649,0.993,347,0,9755,3535,65
950398,339,337,0.995,1703,0,3714,708,9
950398,604,598,0.99,414,0,14704,1462,37
950398,887,818,0.922,0,252,4802,1883,138
950399,352,342,0.972,0,228,1424,900,60
950399,430,410,0.953,105,0,1132,1023,104
950399,310,305,0.984,1066,0,1391,739,38
950399,2172,2172,1,0,0,1036,1444,477
950399,777,743,0.957,2868,0,4453,2047,132
950399,2372,2372,1,0,0,2262,1259,95
950399,351,346,0.987,965,0,3118,783,21
950399,1048,928,0.885,0,504,3598,2273,358
950399,335,313,0.933,0,0,866,692,88
950399,2260,2260,1,0,0,1381,1179,307
950399,2106,2106,1,0,0,1966,1417,275
950400,352,345,0.979,111,96,978,863,78
950400,435,420,0.967,180,0,1217,1022,91
950400,310,309,0.997,1407,0,2454,704,13
950400,2172,2172,1,0,0,1473,1446,289
950400,769,748,0.973,2820,0,4694,1931,86
950400,2372,2372,1,0,0,2105,1343,226
950400,351,349,0.995,1859,0,3062,757,11
950400,1102,1025,0.93,0,300,3530,2250,245
950400,335,329,0.981,55,0,2452,698,30
950400,2260,2260,1,0,0,1660,1249,267
950400,2808,2808,1,0,0,2635,1447,196
958238,351,349,0.995,876,0,3244,753,3
958238,430,417,0.97,564,0,3647,909,32
958238,735,735,1,0,0,791,497,164
958238,2900,2900,1,0,0,6985,1568,15
958238,2488,2488,1,0,0,3435,1368,283
958238,2372,2372,1,4596,0,2875,2060,288
958238,1136,1136,1,0,0,1925,573,97
958238,1084,1063,0.98,1848,0,9910,2514,58
958238,335,321,0.959,288,0,5911,705,24
958238,2268,2268,1,0,0,4527,2026,104
958238,2804,2804,1,2436,0,5849,2028,115
958239,352,347,0.986,720,0,3187,750,14
958239,427,408,0.956,720,0,3566,911,40
958239,980,980,1,0,0,473,497,197
958239,2900,2900,1,0,0,6545,1567,52
958239,2520,2520,1,0,0,3335,1402,310
958239,2372,2372,1,5436,0,2810,2052,287
958239,1140,1140,1,0,0,951,575,185
958239,1080,1070,0.99,492,2448,9960,2518,22
958239,335,319,0.951,0,288,2957,705,31
958239,2264,2264,1,371,0,9945,2025,16
958239,2808,2808,1,0,0,4016,2029,279
958240,306,306,1,0,0,73,625,292
958240,314,314,1,0,0,53,622,299
958240,16,16,1,0,0,0,31,16
958240,58,58,1,0,0,7,116,56
958240,54,54,1,0,0,3,121,53
958240,62,62,1,0,0,6,126,59
958240,9,9,1,0,0,4,17,7
958240,162,162,1,0,0,60,332,147
958240,308,308,1,0,0,88,600,295
958240,67,67,1,0,0,2,139,67
958240,30,30,1,0,0,15,54,29
958241,349,344,0.987,896,0,852,727,28
958241,436,433,0.993,71,0,981,873,28
958241,484,484,1,0,0,539,484,70
958241,2175,2175,1,152,0,1567,1442,24
958241,2488,2488,1,55,0,1594,1264,45
958241,2372,2372,1,253,0,1449,1287,146
958241,873,873,1,85,0,710,583,16
958241,1090,1081,0.992,325,0,2470,2213,82
958241,333,163,0.489,429,0,343,671,234
958241,2268,2268,1,0,0,1375,1275,190
958241,2808,2808,1,124,0,1622,1422,81
958242,349,344,0.986,754,0,821,714,17
958242,435,433,0.995,17,0,992,872,16
958242,494,494,1,72,0,656,498,13
958242,2175,2175,1,151,0,1576,1441,19
958242,2520,2520,1,126,0,1579,1278,53
958242,2372,2372,1,340,0,1650,1299,40
958242,582,582,1,121,0,622,585,13
958242,1090,1078,0.989,6,0,2555,2231,56
958242,332,310,0.935,50,0,760,675,41
958242,1698,1698,1,190,0,1555,1208,53
958242,2109,2109,1,59,0,1485,1411,67
973911,356,281,0.788,0,0,1240,2163,241
973911,273,178,0.65,0,0,445,2774,458
973911,292,268,0.918,6,0,2063,1749,119
973911,913,685,0.75,0,0,2868,5645,787
973911,712,682,0.958,0,0,6127,4311,153
973911,455,448,0.984,5341,0,4157,2754,75
973911,360,346,0.961,0,0,3551,2158,103
973911,1447,1106,0.764,0,0,6600,8730,963
973911,318,303,0.954,1,0,3092,1939,56
973911,460,440,0.957,0,0,3444,2779,128
973911,725,565,0.779,0,0,3103,4369,515
457273,399,397,0.994,134,84,931,803,32
457273,386,375,0.97,84,120,853,783,83
457273,450,450,0.999,269,120,1017,901,32
457273,486,484,0.995,721,0,1147,973,40
457273,310,306,0.988,191,36,843,625,18
457273,641,638,0.995,154,300,1505,1283,34
457273,792,786,0.993,435,648,1967,1665,81
457273,325,318,0.978,0,264,842,666,44
457273,653,642,0.983,379,0,1623,1313,58
457273,369,366,0.992,279,0,855,742,27
457273,477,458,0.959,0,168,1020,959,100
457273,507,504,0.995,294,0,1157,1021,50
457273,449,423,0.941,162,24,870,901,139
457273,339,334,0.985,309,132,741,683,47
457273,609,549,0.902,21,300,1181,1226,182
457273,411,398,0.969,0,324,875,824,67
973866,762,762,1,0,792,1432,868,42
973866,350,350,1,0,792,1260,949,134
973866,449,449,1,0,1008,1707,1136,168
973866,430,430,1,3,1512,2263,1052,96
973866,506,506,1,0,1512,1119,638,10
973866,1272,1272,1,0,1608,2414,1386,88
973866,778,778,1,0,2232,2,2464,776
973866,324,324,1,93,1608,2943,1035,79
973866,1300,1300,1,0,3000,6722,2241,24
973866,307,307,1,0,1296,1149,730,30
973866,950,950,1,0,1608,2754,1217,63
973866,1506,1506,1,0,1008,1853,1137,77
973866,1329,1329,1,0,600,1630,952,71
973866,335,335,1,27,1008,2909,912,10
973866,615,615,1,3752,1992,2,1848,608
973866,409,409,1,0,1296,2815,1186,114
999532,399,394,0.987,151,1080,1229,1009,55
999532,390,383,0.982,25,1296,1190,1001,60
999532,450,443,0.985,848,648,1395,1136,58
999532,490,487,0.994,1117,0,1403,1179,69
999532,310,304,0.982,1123,432,1029,781,43
999532,642,560,0.872,977,2160,1627,1543,132
999532,792,749,0.945,1537,4752,2580,3015,366
999532,325,254,0.78,37,1296,1024,905,65
999532,654,566,0.865,2723,1152,2066,1684,117
999532,369,363,0.984,1944,432,1224,1089,80
999532,477,474,0.994,15,1080,1573,1366,93
999532,507,499,0.983,1248,432,1635,1365,71
999532,449,438,0.975,804,432,1295,1164,125
999532,341,333,0.976,168,1656,1006,1072,112
999532,612,489,0.798,2394,1728,1515,2182,329
999532,411,300,0.73,0,1296,831,1021,184
225490,399,397,0.996,5,372,1140,815,31
225490,385,378,0.981,0,540,1015,815,51
225490,450,439,0.976,167,420,1219,926,56
225490,487,478,0.982,10,636,1423,1060,48
225490,310,304,0.98,57,528,1050,665,28
225490,641,633,0.987,0,660,1781,1321,52
225490,793,770,0.971,1317,924,3133,1975,95
225490,325,308,0.947,947,132,1161,885,53
225490,654,642,0.982,478,1344,2461,1693,81
225490,369,363,0.984,2,420,1042,754,31
225490,476,474,0.997,305,660,1509,1165,55
225490,507,501,0.988,37,564,1360,1025,48
225490,448,442,0.987,25,408,1089,901,36
225490,340,334,0.982,176,600,1135,794,42
225490,608,597,0.982,1,1116,1871,1356,48
225490,411,404,0.984,39,504,1314,859,27
226373,394,384,0.974,8,420,964,794,43
226373,385,375,0.973,0,480,920,802,60
226373,437,428,0.979,89,636,1162,895,49
226373,487,477,0.979,8,708,1217,1017,60
226373,305,295,0.966,65,540,999,641,29
226373,636,587,0.923,0,984,1431,1289,130
226373,773,751,0.972,503,1056,2659,1690,82
226373,316,283,0.896,202,300,811,658,75
226373,642,624,0.973,0,1140,2215,1406,74
226373,366,357,0.974,0,576,940,755,49
226373,470,462,0.983,235,552,1250,965,49
226373,501,492,0.982,42,516,1195,1004,61
226373,446,437,0.98,45,480,1083,902,49
226373,339,329,0.969,147,444,1098,737,34
226373,603,584,0.969,2,1080,1616,1263,109
226373,410,383,0.935,0,780,1054,829,57
313666,399,393,0.984,0,396,1053,800,30
313666,385,379,0.984,0,480,1027,786,38
313666,450,439,0.977,0,540,1250,909,36
313666,487,482,0.99,6,756,1242,1020,64
313666,310,305,0.982,7,624,982,643,27
313666,640,622,0.971,0,624,1761,1302,75
313666,793,782,0.986,1193,816,3018,1801,81
313666,325,279,0.858,785,792,832,723,93
313666,654,645,0.986,0,1248,2261,1506,66
313666,368,361,0.982,15,492,1109,753,19
313666,476,473,0.994,248,516,1539,1056,35
313666,507,501,0.989,27,540,1359,1017,34
313666,448,445,0.994,20,336,1201,898,28
313666,340,333,0.978,85,612,1155,738,26
313666,608,600,0.987,1,768,2080,1399,43
313666,411,405,0.986,0,552,1268,853,29
313667,398,392,0.984,0,336,1070,801,29
313667,384,376,0.98,0,444,1063,815,41
313667,450,434,0.963,0,624,1193,927,51
313667,487,483,0.991,9,696,1403,1050,46
313667,309,303,0.98,24,480,1020,652,19
313667,640,635,0.993,0,564,1800,1304,38
313667,793,768,0.969,610,1632,3051,2045,102
313667,325,285,0.877,435,444,870,779,102
313667,653,643,0.985,162,948,2395,1558,64
313667,369,364,0.987,0,468,1036,766,24
313667,476,473,0.993,181,456,1434,1032,35
313667,507,500,0.986,29,408,1437,1015,49
313667,448,440,0.982,44,348,1145,908,35
313667,340,332,0.977,332,588,1224,820,34
313667,606,592,0.976,0,876,1848,1366,66
313667,411,400,0.974,0,576,1263,849,41
246784,399,399,0.999,556,0,1020,797,20
246784,384,383,0.997,123,0,924,766,20
246784,447,442,0.989,325,0,1145,894,59
246784,485,483,0.996,309,0,1157,966,25
246784,310,308,0.994,208,0,769,618,20
246784,640,638,0.997,2,48,1739,1283,23
246784,784,777,0.992,1061,0,2036,1533,43
246784,324,319,0.984,143,0,839,649,24
246784,652,640,0.982,0,120,2109,1305,53
246784,369,367,0.994,353,0,1062,737,13
246784,473,468,0.989,291,0,1181,944,37
246784,506,506,0.999,44,0,1290,1012,33
246784,449,448,0.997,311,0,1167,898,43
246784,339,336,0.991,320,0,894,678,12
246784,608,602,0.991,1,96,1436,1214,61
246784,411,408,0.994,188,0,1126,823,25
265245,399,397,0.994,1895,0,1565,1201,45
265245,386,383,0.993,177,480,1464,1168,50
265245,448,444,0.992,438,228,1942,1344,50
265245,484,469,0.97,445,48,1551,1477,72
265245,310,309,0.997,352,108,1105,932,40
265245,641,638,0.995,586,276,2352,1935,97
265245,766,725,0.946,280,1152,2796,2325,145
265245,322,170,0.528,2078,0,521,982,231
265245,651,493,0.757,2973,0,2314,2071,295
265245,369,368,0.997,312,120,1241,1110,64
265245,473,460,0.973,803,0,1700,1426,62
265245,506,482,0.952,0,840,1576,1518,177
265245,448,442,0.987,533,108,1580,1345,52
265245,337,331,0.983,1454,0,1313,1018,49
265245,608,594,0.977,3315,0,2076,1962,153
265245,411,366,0.892,871,0,1479,1239,95
697513,399,393,0.985,457,0,823,798,94
697513,386,375,0.972,314,0,795,775,71
697513,449,440,0.981,45,108,1063,898,69
697513,487,479,0.984,142,60,1095,986,69
697513,310,306,0.987,91,0,821,623,32
697513,642,634,0.988,525,0,1381,1291,106
697513,753,734,0.975,1110,0,1745,1528,123
697513,323,318,0.985,977,0,747,649,54
697513,652,640,0.981,422,0,1872,1440,77
697513,369,363,0.985,685,0,848,738,53
697513,475,462,0.973,0,204,1033,950,106
697513,507,453,0.894,0,276,909,1015,177
697513,449,438,0.976,329,0,963,901,86
697513,340,330,0.971,12,144,913,688,49
697513,609,599,0.983,186,96,1556,1387,98
697513,411,407,0.989,528,0,978,825,53
954798,360,359,0.996,225,0,916,722,23
954798,352,350,0.995,118,0,885,716,21
954798,406,401,0.987,507,0,1010,812,25
954798,471,468,0.994,131,12,1214,971,33
954798,299,297,0.994,266,0,796,606,21
954798,610,606,0.993,481,0,1487,1231,38
954798,778,767,0.986,334,0,2020,1568,56
954798,306,299,0.978,364,0,740,617,27
954798,617,609,0.987,474,0,1620,1282,58
954798,349,347,0.994,290,0,950,698,20
954798,447,442,0.99,213,24,1080,899,46
954798,451,447,0.992,339,0,1127,902,35
954798,406,403,0.992,211,0,987,815,27
954798,336,331,0.986,788,0,774,676,34
954798,560,555,0.991,1179,0,1325,1169,61
954798,365,359,0.982,832,0,844,736,43
6205,399,393,0.985,9125,0,2097,1170,66
6205,390,383,0.982,1451,480,1846,1143,72
6205,782,764,0.978,3162,2400,3885,2427,118
6205,324,317,0.978,1491,960,1389,916,55
6205,507,499,0.984,2299,0,2303,1485,93
6205,448,438,0.978,1466,960,1987,1291,79
6205,610,601,0.986,4451,1440,2805,1670,81
277790,397,389,0.98,1700,0,2440,799,17
277790,381,375,0.983,303,300,2437,782,16
277790,789,759,0.962,1186,900,4239,1763,68
277790,316,302,0.957,1432,0,1934,668,25
277790,506,500,0.988,1250,0,3298,1027,9
277790,446,435,0.975,1393,0,3156,900,16
277790,588,568,0.966,2784,0,3585,1269,50
699162,398,392,0.986,682,192,1029,814,44
699162,389,378,0.972,576,384,1018,817,48
699162,450,437,0.972,1456,0,1057,901,67
699162,491,481,0.979,764,0,1276,1043,62
699162,310,302,0.975,722,192,730,628,47
699162,640,628,0.981,2496,0,1643,1304,66
699162,789,744,0.943,3606,0,1962,1648,154
699162,322,308,0.957,1503,0,916,712,55
699162,651,618,0.949,3962,0,1563,1335,138
699162,368,359,0.975,651,384,959,746,46
699162,473,443,0.937,1805,0,970,955,113
699162,507,496,0.978,381,768,1105,1023,92
699162,450,437,0.972,609,672,1131,920,59
699162,335,314,0.937,670,0,762,687,67
699162,605,585,0.967,1352,1248,1671,1274,92
699162,411,396,0.964,1451,192,1045,848,71
891465,399,391,0.98,2427,720,1882,1408,71
891465,390,376,0.965,1639,1440,1673,1229,82
891465,793,769,0.969,3113,7920,3997,3014,196
891465,325,321,0.986,1596,3024,1814,1339,63
891465,507,502,0.991,3273,2160,2550,1942,96
891465,449,447,0.995,2845,1440,2046,1633,84
891465,612,604,0.987,4046,3168,4124,2708,128
896071,399,393,0.984,1288,0,1066,800,40
896071,390,387,0.993,272,0,1054,794,32
896071,446,439,0.984,170,192,1194,892,52
896071,490,480,0.98,543,0,1270,1010,62
896071,309,302,0.977,144,144,818,622,29
896071,640,629,0.983,2114,0,1616,1295,65
896071,770,727,0.945,336,576,1806,1563,145
896071,325,321,0.988,622,0,1009,654,30
896071,652,638,0.978,949,0,1991,1325,69
896071,367,327,0.891,0,528,732,736,104
896071,471,467,0.992,302,144,1378,946,44
896071,503,490,0.975,272,144,1218,1009,64
896071,448,441,0.984,156,240,1102,898,49
896071,340,318,0.936,359,192,778,705,67
896071,606,594,0.98,571,384,1783,1222,69
896071,410,401,0.978,734,0,1148,824,51
896831,399,395,0.991,896,0,1464,804,22
896831,390,384,0.985,687,0,1365,803,30
896831,450,448,0.996,680,0,1600,901,20
896831,491,489,0.997,1322,0,2086,1016,23
896831,310,303,0.979,974,0,927,626,37
896831,642,637,0.992,1716,0,2276,1297,42
896831,753,702,0.932,0,3456,2265,1537,145
896831,325,308,0.949,0,1056,853,660,65
896831,655,642,0.98,1139,96,2627,1352,65
896831,370,365,0.987,1011,0,1184,747,26
896831,477,473,0.992,1914,0,1936,976,32
896831,507,506,0.997,939,288,1985,1031,24
896831,450,447,0.994,711,192,1641,903,27
896831,341,335,0.982,546,768,1210,684,27
896831,611,604,0.989,32,1824,2973,1244,36
896831,411,406,0.989,864,0,1675,839,27
970479,2,2,1,311,300,0,6,2
955517,331,309,0.935,1135,0,634,665,92
955517,360,343,0.954,434,0,668,736,88
955517,355,288,0.811,0,432,553,718,157
955517,453,436,0.963,708,0,880,935,106
955517,283,271,0.957,734,120,546,570,70
955517,533,507,0.951,269,168,1063,1080,118
955517,729,680,0.932,297,528,1379,1466,198
955517,263,244,0.926,665,0,487,530,78
955517,503,471,0.936,0,840,1094,1030,139
955517,339,322,0.949,976,0,620,682,76
955517,386,364,0.943,830,192,749,786,92
955517,420,400,0.953,481,312,758,840,99
955517,341,332,0.973,611,240,642,683,78
955517,318,260,0.818,0,720,519,636,133
955517,485,456,0.94,206,408,918,984,148
955517,313,299,0.957,1460,0,596,633,83
919082,399,396,0.994,190,264,861,798,29
919082,388,386,0.996,344,348,853,777,33
919082,450,447,0.992,266,0,1044,900,30
919082,489,485,0.992,156,420,1131,978,26
919082,310,306,0.988,99,204,714,622,22
919082,642,638,0.994,270,216,1457,1285,41
919082,781,775,0.992,367,420,1882,1575,57
919082,325,316,0.972,0,672,707,653,36
919082,653,650,0.995,185,672,1557,1317,45
919082,369,367,0.993,103,216,813,739,22
919082,477,472,0.99,321,0,1060,955,25
919082,507,505,0.996,418,0,1136,1015,37
919082,449,447,0.996,147,0,980,901,24
919082,340,337,0.992,184,0,798,682,16
919082,609,605,0.994,64,288,1413,1222,37
919082,411,408,0.993,112,204,931,824,26
926425,395,395,1,68,24,1011,794,26
926425,370,367,0.991,48,48,918,750,35
926425,443,440,0.992,12,48,1085,886,48
926425,476,467,0.981,50,48,1230,980,64
926425,301,300,0.997,26,24,862,606,18
926425,620,616,0.993,0,60,1633,1254,36
926425,744,711,0.956,0,180,1854,1494,132
926425,320,300,0.938,19,96,871,642,57
926425,627,605,0.965,41,120,1689,1270,105
926425,360,356,0.99,24,24,903,722,25
926425,472,470,0.996,85,0,1197,948,36
926425,502,495,0.986,32,24,1276,1004,29
926425,447,446,0.999,27,24,1120,896,33
926425,329,324,0.983,0,48,877,658,32
926425,594,585,0.985,36,72,1661,1196,57
926425,404,398,0.984,48,12,1128,812,40
926426,396,379,0.958,42,132,787,794,86
926426,370,344,0.931,0,204,727,750,94
926426,443,426,0.961,0,156,883,886,97
926426,475,453,0.953,72,132,1038,980,101
926426,301,295,0.981,17,192,690,607,54
926426,620,593,0.957,0,252,1269,1254,142
926426,744,655,0.88,0,732,1409,1495,243
926426,320,272,0.85,41,204,567,642,108
926426,627,560,0.893,36,492,1238,1272,224
926426,359,338,0.94,72,168,722,722,96
926426,472,455,0.963,82,96,936,948,106
926426,502,474,0.944,47,156,990,1005,125
926426,447,429,0.96,81,84,913,896,96
926426,329,285,0.865,5,432,548,658,146
926426,594,508,0.855,0,528,1057,1196,211
926426,404,375,0.928,72,216,749,812,127
943901,398,392,0.985,43,48,867,797,46
943901,383,381,0.994,24,96,919,773,25
943901,447,443,0.992,0,96,1039,894,43
943901,486,485,0.999,81,60,1171,990,29
943901,310,305,0.984,61,0,797,622,14
943901,640,626,0.979,7,108,1396,1291,77
943901,748,669,0.895,1,324,1527,1505,173
943901,323,296,0.916,48,108,653,649,95
943901,650,636,0.979,15,144,1517,1311,68
943901,368,365,0.991,24,72,820,739,27
943901,474,470,0.992,96,0,1033,950,35
943901,504,502,0.995,24,48,1128,1008,33
943901,450,448,0.995,22,24,1011,904,30
943901,337,334,0.991,80,120,826,674,25
943901,603,597,0.991,108,72,1423,1210,45
943901,407,404,0.992,38,48,942,817,34
