basis,aim-store-count,instock-store-count,dc-on-hand,dc-on-order,store-on-hand,target-inventory-level,need-for-target-inventory-level
952447,622,606,1299,0,2050,1278,40
952447,358,355,396,0,1245,716,16
952447,454,446,373,0,1382,910,24
952447,457,456,242,0,1277,913,16
952447,407,406,74,132,1157,817,11
952447,341,336,486,0,1115,684,14
952447,565,560,2090,0,1992,1170,26
952447,377,373,648,0,1144,751,28
952449,401,398,24,72,949,803,40
952449,392,390,52,264,932,780,39
952449,450,447,14,336,928,899,80
952449,500,489,2,372,1121,991,94
952449,311,309,63,132,744,620,21
952449,651,644,73,432,1378,1296,113
952449,773,765,90,576,1921,1528,49
952449,332,314,2,228,672,660,66
952449,658,632,26,528,1545,1316,142
952449,369,366,52,36,900,738,27
952449,477,474,1349,0,986,953,23
952449,510,503,60,84,1101,1019,60
952449,448,446,48,240,990,896,38
952449,344,343,9,288,844,689,22
952449,608,598,27,504,1168,1218,139
952449,413,403,4,336,924,823,46
973893,401,394,0,144,786,423,17
973893,392,385,4,336,804,406,14
973893,450,443,12,372,980,488,15
973893,496,488,8,444,1135,528,17
973893,311,309,26,204,738,322,2
973893,650,637,24,612,1253,686,29
973893,794,787,68,528,2389,882,11
973893,332,326,69,264,593,363,9
973893,655,632,43,696,1361,726,49
973893,368,363,36,60,788,379,5
973893,476,470,12,444,1375,517,12
973893,509,498,14,168,1020,549,22
973893,448,440,30,384,919,471,12
973893,339,324,2,336,809,354,21
973893,608,601,86,492,1545,695,8
973893,414,411,16,348,1058,445,6
973897,371,350,456,336,622,399,55
973897,390,347,460,468,629,393,44
973897,444,430,516,900,877,444,16
973897,494,484,576,576,892,498,19
973897,305,289,358,204,574,308,25
973897,631,590,732,576,1086,636,54
973897,770,749,713,1188,1609,821,47
973897,323,300,374,420,615,327,24
973897,645,622,753,1008,1392,653,40
973897,359,346,420,420,688,360,18
973897,466,441,552,432,787,471,38
973897,498,472,576,528,869,499,34
973897,439,406,516,384,755,441,46
973897,338,298,386,516,701,341,15
973897,596,583,684,900,1261,599,21
973897,404,391,478,1392,734,410,23
199060,328,319,214,0,1137,697,23
199060,354,347,70,0,1345,732,11
199060,308,304,522,0,1872,721,14
199060,124,123,0,0,406,269,17
199060,690,664,725,0,3094,1742,77
199060,154,153,826,0,1032,409,6
199060,366,362,456,0,1605,802,37
199060,295,284,231,0,1682,652,36
199060,336,328,1018,0,1238,824,33
199060,109,107,663,0,765,267,6
199060,89,87,568,0,454,187,6
199080,318,316,340,0,1340,682,5
199080,334,334,25,0,1203,685,4
199080,304,303,1980,0,2676,673,10
199080,110,110,69,0,429,237,0
199080,691,669,267,0,3084,1626,69
199080,151,151,1621,0,1188,410,3
199080,365,364,1974,0,2008,778,9
199080,289,287,88,0,1716,656,9
199080,334,334,408,0,1943,760,5
199080,109,108,1321,0,1110,253,3
199080,86,86,330,0,597,172,0
199279,392,391,9,48,1416,814,14
199279,496,496,273,0,1956,1011,13
199279,311,309,290,0,1522,694,16
199279,1075,1067,1841,0,4915,2206,20
199279,757,751,525,0,3274,1724,40
199279,652,646,2091,0,3538,1556,22
199279,368,367,678,0,1413,774,9
199279,1660,1650,171,0,6741,3441,42
199279,344,343,427,0,1431,789,7
199279,594,586,2163,0,2917,1364,15
199279,882,876,1278,0,4097,1797,17
199296,394,388,4,96,1330,803,27
199296,499,498,39,0,1880,1007,5
199296,311,309,556,0,1809,696,9
199296,1076,1071,1153,0,5186,2188,12
199296,764,741,242,0,3274,1708,35
199296,652,649,977,0,3770,1479,10
199296,369,365,228,0,1652,775,11
199296,1662,1652,1249,0,7207,3422,32
199296,344,343,422,0,1474,754,11
199296,596,592,3125,0,3355,1307,17
199296,882,877,903,0,4288,1788,14
256229,1496,1496,0,0,4796,818,119
256229,1416,1416,0,0,4170,1026,161
256229,1204,1204,0,0,4432,713,59
256229,4152,4152,0,0,21205,2156,213
256229,2121,2121,5,0,3531,1537,362
256229,1839,1839,0,0,8378,1326,190
256229,1428,1428,0,0,5247,887,88
256229,6476,6476,0,0,26141,3543,282
256229,1032,1032,0,0,3605,605,61
256229,1734,1734,0,0,8628,1442,176
256229,2559,2559,0,0,13605,1790,174
350688,1476,1476,24,0,3643,783,140
350688,1428,1428,0,0,2749,1001,189
350688,1208,1208,0,0,2713,692,104
350688,3099,3099,757,0,22010,2100,20
350688,2804,2804,55,0,4657,1492,318
350688,2388,2388,0,0,5991,1213,167
350688,1053,1053,0,0,2372,744,130
350688,6452,6452,0,0,19251,3295,378
350688,774,774,0,0,2275,536,90
350688,2204,2204,0,0,6438,1170,152
350688,2553,2553,0,0,11221,1745,210
401541,208,207,135,0,674,421,3
401541,182,178,301,0,643,369,2
401541,292,291,887,0,1247,630,6
401541,124,124,459,0,246,125,2
401541,680,676,4726,0,2736,1509,25
401541,38,38,3359,0,220,85,1
401541,339,337,961,0,1406,695,6
401541,193,193,66,0,848,398,3
401541,169,168,39,0,697,355,2
401541,60,60,1724,0,243,67,1
401541,60,60,667,0,189,60,0
442893,393,389,389,0,1527,860,18
442893,495,484,339,0,1937,1028,16
442893,311,308,348,0,1567,747,28
442893,1071,1042,1118,0,3535,2200,48
442893,759,708,573,0,2648,1873,168
442893,654,635,1661,0,3075,1574,31
442893,370,367,468,0,1756,814,21
442893,1637,1591,1150,0,5489,3391,92
442893,342,328,170,0,1413,875,48
442893,599,586,489,0,2822,1373,24
442893,867,844,565,0,3071,1761,40
689603,205,188,0,0,457,431,54
689603,181,177,10,0,564,374,5
689603,288,287,772,0,1115,627,15
689603,124,124,784,0,227,127,0
689603,673,671,3211,0,2112,1509,46
689603,76,76,361,0,212,90,2
689603,357,355,2939,0,1120,739,16
689603,192,191,1338,0,601,393,3
689603,171,170,34,0,500,378,4
689603,30,30,15,0,139,68,0
689603,30,30,136,0,99,60,2
727120,391,391,100,0,1211,805,7
727120,496,496,216,0,1538,1006,8
727120,311,310,169,0,1008,668,19
727120,1070,1064,1817,0,3077,2173,15
727120,757,746,348,0,2611,1637,58
727120,635,618,204,0,2157,1410,23
727120,369,367,42,0,1048,758,4
727120,1646,1635,585,0,4974,3348,41
727120,341,341,175,0,1488,800,5
727120,585,555,96,0,1931,1250,95
727120,871,857,25,0,2505,1743,41
727121,391,391,526,0,1402,806,8
727121,496,493,15,0,1759,1009,9
727121,311,308,33,0,1300,649,13
727121,1075,1073,326,0,4118,2174,9
727121,765,761,59,0,3185,1635,25
727121,652,648,1228,0,3450,1414,9
727121,369,366,43,0,1361,756,15
727121,1658,1648,295,0,6357,3364,36
727121,343,342,319,0,1552,730,8
727121,592,589,1126,0,3518,1262,6
727121,881,880,270,0,3578,1772,7
729844,315,313,0,96,1239,649,10
729844,331,331,14,0,1270,677,6
729844,308,306,20,0,1581,677,6
729844,128,128,4,0,227,131,0
729844,679,631,300,0,2957,1554,132
729844,147,147,330,0,191,118,2
729844,367,356,0,0,1346,784,39
729844,219,218,44,0,999,449,3
729844,314,313,33,0,1678,731,7
729844,64,64,1081,0,135,72,0
729844,32,32,65,0,123,64,0
828278,325,322,107,0,1015,674,13
828278,352,350,110,0,1241,720,10
828278,308,294,245,0,1015,694,48
828278,156,156,1261,0,269,159,2
828278,679,652,239,0,2586,1556,116
828278,153,153,644,0,290,122,1
828278,367,366,169,0,1249,773,9
828278,224,222,556,0,806,457,13
828278,316,313,180,0,1236,731,5
828278,64,64,855,0,164,72,0
828278,35,35,661,0,129,70,2
866765,390,390,0,0,241,774,322
866765,966,966,0,0,360,962,377
866765,614,614,0,0,261,614,245
866765,2096,2096,0,0,858,2090,811
866765,738,738,0,0,457,1474,606
866765,1260,1260,0,0,640,1256,441
866765,363,363,0,0,260,726,290
866765,3176,3176,0,0,1089,3168,1273
866765,680,680,0,0,249,676,269
866765,1102,1102,0,0,482,1102,441
866765,1710,1710,0,0,680,1708,703
868483,746,746,0,0,2384,771,181
868483,1416,1416,0,0,2027,1004,255
868483,1196,1196,0,0,2579,676,102
868483,3102,3102,0,0,11194,2095,341
868483,1394,1394,0,0,1972,1421,451
868483,1791,1791,0,0,4449,1223,210
868483,1408,1408,0,0,1776,787,158
868483,6440,6440,0,0,14340,3317,502
868483,768,768,0,0,1350,531,123
868483,1098,1098,0,0,3557,1112,260
868483,1700,1700,0,0,6395,1723,291
868485,1113,1113,0,0,2894,748,143
868485,944,944,0,0,2854,1002,193
868485,1200,1200,0,0,3167,681,91
868485,2058,2058,0,0,10527,2067,312
868485,2106,2106,72,0,2320,1410,420
868485,1785,1785,0,0,4137,1200,202
868485,1068,1068,0,0,2071,782,138
868485,6452,6452,0,0,15237,3302,461
868485,768,768,0,0,1842,544,80
868485,1632,1632,0,0,4750,1103,198
868485,2529,2529,0,0,7238,1702,272
899756,322,315,0,96,925,675,31
899756,352,352,64,0,1214,720,9
899756,305,303,122,0,1821,676,12
899756,156,156,792,0,219,159,4
899756,736,714,692,0,3207,1736,54
899756,140,140,249,0,313,168,3
899756,345,343,204,0,1225,702,12
899756,223,222,31,0,957,458,7
899756,316,315,88,0,1460,726,7
899756,144,144,1188,0,358,163,0
899756,35,35,0,0,87,70,10
899760,324,323,4,48,963,672,3
899760,353,351,103,0,1058,724,4
899760,309,308,91,0,1096,690,29
899760,156,156,1,0,237,159,9
899760,774,770,59,156,2816,1772,39
899760,140,140,0,0,201,167,34
899760,347,347,43,0,1072,717,3
899760,224,223,396,0,793,463,5
899760,316,316,817,0,1136,724,8
899760,144,144,89,0,321,163,5
899760,70,70,62,0,106,70,1
938359,393,393,2170,0,3092,1391,19
938359,496,494,578,0,4085,1813,36
938359,311,309,82,0,2178,1161,52
938359,1075,1071,16171,0,7241,3924,116
938359,787,783,3428,0,4886,2936,68
938359,651,647,6427,0,4397,2335,56
938359,348,347,3207,0,1856,1370,50
938359,1660,1656,2699,0,14896,6325,109
938359,343,343,2378,0,2032,1161,7
938359,596,594,9219,0,4770,1942,22
938359,882,875,7968,0,4522,1804,9
938360,314,311,25,0,854,652,15
938360,332,327,61,0,826,679,14
938360,304,298,244,0,958,674,29
938360,128,128,0,0,103,131,33
938360,710,704,2565,0,2372,1657,57
938360,134,134,0,0,62,159,56
938360,345,340,101,0,1010,702,11
938360,218,217,197,0,578,446,6
938360,314,314,0,0,1036,724,10
938360,144,144,0,0,80,163,59
938360,32,32,0,0,46,64,20
950389,315,313,0,156,1442,702,19
950389,333,328,0,0,1393,698,20
950389,308,306,186,0,2581,803,5
950389,126,126,646,0,279,132,3
950389,711,652,662,504,3624,2028,65
950389,201,201,3307,0,437,166,3
950389,347,347,1091,0,2567,834,7
950389,219,216,20,0,1308,511,2
950389,314,312,1102,0,1644,760,9
950389,216,216,264,0,734,170,0
950389,96,96,0,0,163,66,8
950398,392,388,433,0,2120,1063,14
950398,494,490,70,204,1953,1029,16
950398,311,309,725,0,2405,858,10
950398,1074,1063,742,0,5172,2276,33
950398,724,719,0,204,6886,2149,36
950398,647,634,6,0,3901,1671,58
950398,349,347,1584,0,3599,821,5
950398,1655,1584,479,0,9358,3679,169
950398,343,343,1732,0,3171,892,10
950398,593,585,137,0,5243,1511,19
950398,877,822,243,0,4294,1904,116
950399,314,281,133,204,932,665,48
950399,332,321,0,300,901,700,26
950399,307,296,164,0,1359,894,53
950399,128,128,0,0,44,132,53
950399,716,669,708,0,3386,2428,177
950399,201,201,0,0,159,165,44
950399,347,345,550,0,2372,897,16
950399,219,215,199,0,1186,494,24
950399,314,296,125,0,872,764,62
950399,144,144,0,0,146,164,52
950399,96,96,0,0,69,64,20
950400,315,295,18,300,929,701,26
950400,332,329,2,204,1163,703,28
950400,308,306,773,0,2043,853,17
950400,128,128,0,0,104,131,41
950400,709,703,217,0,3876,2172,57
950400,201,201,0,0,162,160,44
950400,347,346,1841,0,2559,818,11
950400,219,207,96,0,1188,488,27
950400,314,311,42,0,1847,766,11
950400,144,144,0,0,204,165,45
950400,96,96,0,0,49,65,19
958238,314,313,0,144,2653,663,6
958238,317,315,48,144,2575,649,3
958238,32,32,0,0,26,35,11
958238,128,128,0,0,736,134,0
958238,196,196,0,0,172,150,28
958238,201,201,1584,0,732,174,2
958238,20,20,0,0,34,23,7
958238,166,166,888,0,1527,358,0
958238,314,309,348,0,2993,742,4
958238,216,216,0,0,428,169,25
958238,64,64,2028,0,274,66,0
958239,1268,1268,228,0,2685,663,5
958239,957,957,0,288,2571,654,11
958239,32,32,0,0,50,33,11
958239,192,192,10,0,465,132,12
958239,232,232,0,0,206,181,33
958239,201,201,2004,0,729,174,0
958239,20,20,0,0,17,23,7
958239,664,664,1176,0,1472,377,1
958239,1256,1256,0,576,2813,747,31
958239,288,288,0,0,1160,188,1
958239,96,96,0,0,227,70,8
958240,313,313,0,0,114,620,284
958240,318,318,0,0,109,636,288
958240,16,16,0,0,5,32,14
958240,63,63,0,0,10,126,59
958240,52,52,0,0,4,102,49
958240,66,66,0,0,8,128,62
958240,8,8,0,0,3,16,7
958240,163,163,0,0,90,324,139
958240,618,618,0,0,85,618,293
958240,72,72,0,0,2,136,68
958240,32,32,0,0,21,62,28
958241,1268,1268,680,0,848,653,24
958241,638,638,120,0,780,647,11
958241,16,16,0,0,22,33,8
958241,64,64,47,0,174,131,0
958241,204,204,1056,0,179,143,28
958241,134,134,0,0,157,159,33
958241,20,20,53,0,24,22,2
958241,332,332,157,0,496,340,4
958241,942,942,37,0,848,722,12
958241,216,216,571,0,270,163,1
958241,64,64,42,0,106,64,1
958242,951,951,681,0,792,649,16
958242,638,638,28,0,806,649,8
958242,32,32,50,0,55,33,0
958242,128,128,50,0,164,131,1
958242,177,177,1104,0,213,175,21
958242,134,134,116,0,298,159,0
958242,20,20,78,0,33,22,0
958242,332,332,62,0,534,338,4
958242,628,628,20,0,926,719,8
958242,144,144,0,0,279,163,1
958242,32,32,159,0,94,64,0
973911,360,115,2298,0,536,2214,325
973911,307,97,4320,0,301,2836,462
973911,292,139,2333,0,877,1762,227
973911,927,321,5040,0,1502,5674,863
973911,716,438,4464,0,2600,4308,540
973911,460,456,1341,0,3901,2761,44
973911,360,290,1428,0,2151,2165,204
973911,1459,627,12336,0,3491,8855,1242
973911,321,188,2712,0,4797,1940,216
973911,460,223,4176,0,1407,2804,381
973911,727,311,3300,0,1726,4437,615
110973,1209,1209,300,0,819,813,76
110973,1197,1197,271,0,803,812,85
110973,1350,1350,1358,0,995,905,102
110973,1515,1515,615,0,1150,1045,64
110973,933,933,518,0,755,629,49
110973,1974,1974,1908,0,1457,1323,139
110973,2391,2391,2486,0,1862,1739,234
110973,666,666,1045,0,699,710,93
110973,1992,1992,3214,0,1459,1411,172
110973,738,738,2800,0,68,738,348
110973,1437,1437,237,0,1079,1009,123
110973,1530,1530,371,0,1075,1025,100
110973,1350,1350,75,0,1008,906,77
110973,1038,1038,1523,0,735,697,84
110973,1234,1234,4968,72,150,1316,582
110973,1245,1245,2089,0,944,892,97
457273,401,399,63,240,911,812,40
457273,393,389,4,324,955,805,29
457273,449,439,36,372,960,918,87
457273,500,499,162,288,1296,1008,24
457273,311,311,125,120,834,671,29
457273,650,639,1,540,1434,1323,98
457273,797,787,308,408,2089,1799,84
457273,332,331,71,180,885,724,17
457273,657,654,360,0,1782,1538,46
457273,369,368,108,240,894,758,23
457273,479,478,96,276,1088,957,29
457273,509,501,24,444,1089,1021,106
457273,448,444,68,276,1004,898,41
457273,343,338,66,240,903,777,29
457273,610,606,551,0,1581,1367,46
457273,414,410,211,156,980,826,26
973866,384,367,238,696,905,784,92
973866,354,331,3,816,985,728,104
973866,449,392,501,624,1366,914,98
973866,442,429,311,720,1547,925,82
973866,254,242,571,48,662,516,60
973866,636,576,0,1944,1352,1305,190
973866,781,682,1034,2328,2094,1662,151
973866,330,314,496,504,2020,706,51
973866,650,624,973,552,3452,1359,75
973866,306,287,35,960,742,619,86
973866,477,450,472,1032,1487,1e3,100
973866,505,430,601,864,1143,1025,148
973866,442,413,359,936,950,889,105
973866,337,311,125,1176,1385,719,54
973866,611,514,368,2400,1139,1317,274
973866,411,395,207,1104,1885,850,54
999532,401,396,1066,0,1124,823,33
999532,397,391,1578,0,1099,833,50
999532,450,436,687,432,1250,931,52
999532,504,499,677,432,1492,1054,36
999532,311,306,628,0,956,684,46
999532,651,640,1988,0,1780,1357,67
999532,797,773,3300,0,2566,1877,144
999532,332,327,949,0,1051,748,44
999532,658,636,2917,0,2034,1564,107
999532,369,363,1706,0,1128,764,39
999532,479,469,1263,0,1366,976,53
999532,509,502,1078,0,1422,1030,60
999532,449,439,958,0,1270,902,44
999532,344,336,1467,0,1060,787,46
999532,611,588,3194,0,1921,1413,107
999532,414,407,1091,0,1103,841,44
225490,401,398,80,96,1341,817,11
225490,391,374,0,492,1098,806,56
225490,450,446,267,132,1528,915,13
225490,500,494,5,540,1654,1048,32
225490,311,304,199,336,1159,642,12
225490,650,645,114,204,2130,1321,13
225490,797,785,938,888,3750,1770,43
225490,332,305,562,588,1152,800,60
225490,657,607,415,1080,2645,1470,41
225490,369,367,146,192,1196,751,11
225490,478,478,201,636,1805,1072,9
225490,510,505,207,132,1659,1025,10
225490,449,447,89,72,1362,901,11
225490,344,336,292,444,1280,740,24
225490,608,530,554,720,1521,1307,168
225490,414,401,100,348,1511,859,12
226373,397,391,114,84,1195,807,26
226373,389,332,3,576,905,804,122
226373,437,420,331,228,1340,883,35
226373,499,484,3,480,1565,1029,34
226373,306,300,270,372,1085,629,20
226373,646,632,100,396,1945,1313,65
226373,777,742,173,984,2947,1608,50
226373,323,308,220,240,964,672,56
226373,645,559,261,792,2173,1351,73
226373,366,363,171,312,1150,736,16
226373,472,459,121,384,1473,955,25
226373,504,496,167,108,1551,1010,29
226373,447,443,134,120,1402,900,11
226373,343,328,177,468,1236,717,21
226373,605,594,155,552,1961,1260,42
226373,413,386,89,348,1359,838,17
313666,401,397,139,48,1277,815,12
313666,388,355,0,444,1105,805,76
313666,450,450,141,156,1524,906,3
313666,500,498,5,456,1698,1041,14
313666,311,309,185,348,1141,649,8
313666,649,646,30,228,2159,1318,12
313666,796,777,186,1188,3595,1725,29
313666,332,322,349,468,1204,730,30
313666,657,640,44,1140,2550,1505,38
313666,369,367,73,204,1262,741,11
313666,478,478,117,420,1804,1019,7
313666,510,506,197,60,1692,1023,10
313666,449,448,85,48,1443,900,8
313666,344,341,283,312,1354,731,15
313666,608,601,180,396,2244,1372,38
313666,414,405,107,240,1530,849,12
313667,400,398,83,60,1307,812,7
313667,390,375,693,264,1206,810,46
313667,450,445,175,192,1529,917,6
313667,499,487,4,660,1496,1051,71
313667,310,302,218,360,1038,633,23
313667,649,646,62,204,2161,1325,13
313667,797,785,604,1596,3652,1777,28
313667,332,323,265,432,1217,737,32
313667,656,626,3,1116,2471,1465,53
313667,370,367,113,192,1238,743,7
313667,478,475,144,348,1629,984,18
313667,510,508,130,60,1753,1023,12
313667,449,448,62,60,1415,900,5
313667,344,341,140,600,1454,747,12
313667,606,536,653,564,1659,1344,163
313667,414,408,4,336,1512,848,11
246784,401,401,369,0,1026,803,13
246784,391,390,12,276,865,779,72
246784,447,443,3,252,1182,893,20
246784,499,497,5,312,1214,988,25
246784,311,307,12,168,755,620,35
246784,649,646,1,408,1643,1292,101
246784,782,776,438,72,2053,1535,26
246784,330,314,0,276,764,659,73
246784,655,627,42,516,1938,1310,123
246784,369,368,112,60,1085,738,9
246784,475,471,0,312,1159,950,40
246784,509,507,0,372,1260,1017,46
246784,449,448,31,180,1165,899,14
246784,343,341,30,144,930,686,11
246784,608,603,3,444,1360,1217,87
246784,414,409,6,276,1121,825,27
265245,401,395,645,768,1407,1222,75
265245,393,389,208,1548,1298,1208,85
265245,449,436,484,1944,1487,1375,112
265245,498,490,129,2064,1558,1520,95
265245,311,308,428,1104,1006,935,53
265245,650,633,334,2844,2085,1987,123
265245,771,755,1076,3168,2762,2378,134
265245,331,314,359,2184,1039,1062,120
265245,655,609,630,4632,2266,2191,200
265245,369,363,184,1548,1134,1108,60
265245,475,457,573,2712,1493,1478,129
265245,509,505,256,1764,1609,1531,106
265245,449,439,632,1452,1459,1365,87
265245,341,333,375,1452,1195,1051,65
265245,608,594,1491,3108,2316,2106,147
265245,414,397,589,2052,1333,1277,107
697513,401,398,148,264,860,806,33
697513,393,379,100,912,821,796,88
697513,449,447,43,912,1063,899,26
697513,500,496,4,1116,1225,1014,44
697513,311,308,36,648,780,622,19
697513,651,638,1,1368,1437,1306,93
697513,757,738,62,912,1827,1533,63
697513,331,326,298,576,822,675,34
697513,655,611,54,1800,1655,1444,162
697513,369,365,198,360,841,738,36
697513,477,469,72,1032,1049,956,70
697513,510,503,14,1200,1096,1021,46
697513,449,441,53,912,1011,900,34
697513,344,334,3,804,909,699,46
697513,609,599,38,1500,1541,1388,107
697513,414,404,6,996,976,832,37
954798,362,350,0,300,863,736,57
954798,356,347,15,264,842,738,67
954798,406,397,57,264,1072,815,22
954798,477,465,31,372,1201,985,65
954798,295,292,10,108,820,594,15
954798,619,606,11,516,1433,1254,110
954798,782,751,59,720,1970,1576,64
954798,315,298,0,396,754,653,60
954798,620,584,56,744,1505,1290,128
954798,345,341,37,120,954,690,10
954798,450,433,72,396,1021,911,87
954798,456,449,0,396,1091,914,64
954798,407,399,30,300,978,815,27
954798,340,331,148,132,836,688,25
954798,562,542,0,648,1339,1168,79
954798,369,354,277,96,891,752,31
6205,401,397,6703,0,3325,1548,17
6205,396,395,1594,960,3068,1510,19
6205,791,786,6008,1920,6611,3091,18
6205,332,329,2774,960,2799,1207,12
6205,510,508,3641,0,4237,1957,11
6205,449,445,4123,0,3436,1679,14
6205,612,608,13194,480,5224,2090,15
277790,398,393,1170,600,2099,829,12
277790,389,385,747,1500,1932,866,20
277790,793,784,2848,1800,4330,1904,28
277790,323,317,1770,1800,1903,807,14
277790,508,504,1212,1200,2604,1069,9
277790,447,437,1399,1200,2242,926,16
277790,588,583,10129,4800,4215,1857,18
699162,400,395,964,480,1398,848,41
699162,396,389,13,2016,1598,880,24
699162,450,444,638,672,1700,927,17
699162,504,498,1020,1632,2117,1154,22
699162,310,265,1186,384,927,666,79
699162,649,645,520,1056,2419,1344,26
699162,794,767,1900,2016,3505,1724,33
699162,329,326,3569,0,1576,799,15
699162,654,503,1704,5472,1531,1601,312
699162,368,365,769,480,1479,760,13
699162,475,458,2304,1536,1702,1049,64
699162,510,503,1041,864,1968,1073,20
699162,450,444,1488,768,1829,960,17
699162,339,335,634,2400,1651,836,15
699162,606,599,4580,2208,2881,1364,22
699162,414,388,2942,480,1912,930,39
891465,401,398,5793,1440,2926,1618,26
891465,396,394,3392,5040,2877,1557,21
891465,797,794,17316,2160,8735,4289,28
891465,332,330,5968,4176,3574,1802,17
891465,510,507,7600,2880,4295,2338,32
891465,450,449,6387,2592,3499,1929,26
891465,613,611,35520,7488,8382,4556,35
896071,401,398,265,576,1376,815,25
896071,395,299,708,1200,707,815,186
896071,446,442,506,672,1699,899,8
896071,503,501,748,1104,2026,1047,13
896071,310,307,314,336,1122,626,8
896071,649,647,786,1248,2469,1333,14
896071,775,764,1145,528,2967,1590,47
896071,332,329,591,816,1363,692,17
896071,655,651,986,2544,2955,1380,21
896071,367,362,634,192,1221,734,19
896071,473,472,931,1056,1938,963,6
896071,507,503,569,768,1766,1021,24
896071,449,447,540,1104,1589,907,14
896071,344,341,176,720,1316,729,14
896071,606,603,2483,192,2830,1231,10
896071,413,411,1121,768,1927,844,7
896831,401,399,919,768,1610,849,8
896831,396,393,1104,288,1540,842,21
896831,450,446,420,672,1669,911,14
896831,504,500,1214,672,2320,1083,15
896831,311,309,1025,672,1305,658,10
896831,651,646,537,960,2425,1333,21
896831,758,752,5059,0,3741,1659,21
896831,332,330,936,768,1479,745,18
896831,658,648,617,2784,2875,1401,30
896831,370,367,824,576,1474,757,7
896831,479,477,1130,1056,1990,1011,24
896831,510,509,1686,768,2225,1089,6
896831,450,446,1282,480,1833,933,13
896831,345,342,2863,0,1673,741,7
896831,611,606,7266,0,3073,1369,14
896831,414,409,1108,672,1825,880,13
970479,401,392,700,408,936,817,42
970479,394,388,6,1428,988,822,53
970479,450,443,610,564,1259,906,24
970479,503,498,550,1044,1530,1037,22
970479,311,308,1266,180,1042,631,11
970479,651,644,834,900,1848,1322,22
970479,796,784,1656,1836,2834,1640,40
970479,330,302,990,744,838,710,104
970479,656,606,374,2616,1366,1339,175
970479,369,366,795,420,1082,740,10
970479,479,475,1281,384,1376,970,23
970479,509,504,816,192,1370,1022,17
970479,448,445,441,684,1151,899,23
970479,342,340,1093,576,1286,706,4
970479,609,602,889,1752,2167,1228,13
970479,413,404,382,996,1123,840,40
955517,337,300,157,696,588,687,109
955517,369,219,113,1176,469,767,195
955517,358,328,192,600,762,721,73
955517,471,417,284,1152,900,972,185
955517,287,269,262,264,589,583,75
955517,547,520,297,1056,1107,1112,142
955517,735,670,432,1560,1326,1479,225
955517,277,247,111,624,576,580,81
955517,513,399,480,2016,703,1061,311
955517,345,312,203,648,535,690,144
955517,392,359,456,696,700,794,143
955517,428,389,222,744,726,858,142
955517,348,322,175,672,599,700,110
955517,322,303,198,696,674,651,67
955517,496,425,524,768,1056,999,129
955517,325,281,522,720,612,674,104
919082,401,399,320,0,865,811,29
919082,394,392,192,0,894,808,26
919082,449,444,210,0,1052,919,20
919082,502,498,306,0,1149,1023,30
919082,311,309,139,192,748,673,31
919082,651,644,90,204,1462,1334,40
919082,786,782,497,0,1973,1778,85
919082,332,330,545,0,799,730,30
919082,658,654,342,312,1708,1542,47
919082,370,369,143,156,839,760,16
919082,479,476,281,0,1082,962,30
919082,510,509,203,0,1149,1027,22
919082,449,449,120,204,986,900,21
919082,344,343,188,0,864,782,11
919082,609,605,292,264,1525,1367,34
919082,414,412,306,0,930,831,28
926425,397,392,0,48,1036,806,17
926425,376,371,12,60,959,772,30
926425,443,441,13,36,1111,888,20
926425,486,479,2,96,1275,1002,47
926425,303,302,23,12,911,610,6
926425,629,628,9,48,1734,1278,15
926425,748,741,32,84,1974,1502,48
926425,327,325,0,60,925,672,22
926425,632,622,34,60,1789,1280,40
926425,361,353,2,48,962,722,27
926425,475,472,36,12,1231,953,22
926425,505,503,33,24,1319,1012,15
926425,447,445,26,12,1185,897,8
926425,332,331,2,48,923,670,11
926425,594,585,35,60,1669,1190,32
926425,407,405,26,24,1183,826,7
926426,398,385,52,72,832,806,58
926426,377,354,0,192,719,772,104
926426,443,437,41,36,1030,888,29
926426,486,478,2,120,1192,1002,40
926426,303,292,90,60,683,610,43
926426,629,613,0,108,1455,1278,42
926426,748,714,199,84,1903,1503,61
926426,326,308,68,120,730,672,60
926426,632,624,222,120,1466,1280,50
926426,361,343,35,84,800,722,67
926426,475,465,72,24,1111,953,26
926426,505,499,48,24,1191,1012,23
926426,447,441,31,36,1094,897,21
926426,332,322,4,108,777,670,33
926426,594,572,76,180,1231,1190,80
926426,407,400,95,12,1009,826,20
943901,400,396,0,48,1532,807,20
943901,390,387,24,60,1805,792,21
943901,447,445,5,36,2110,895,9
943901,496,488,2,96,2582,1012,36
943901,311,309,20,36,1595,624,13
943901,648,636,0,96,3132,1310,43
943901,755,744,73,60,3625,1515,28
943901,330,324,23,72,1736,672,26
943901,655,644,41,108,3892,1320,22
943901,369,367,24,24,1681,738,4
943901,476,472,41,24,2347,954,12
943901,507,503,46,12,2058,1015,14
943901,450,445,27,24,1906,905,24
943901,341,340,69,36,1998,687,6
943901,603,602,271,0,4230,1207,6
943901,410,409,48,12,2516,827,6
