basis,aim-store-count,instock-store-count,dc-on-hand,dc-on-order,store-on-hand,target-inventory-level,need-for-til
276778,507,500,17,72,1118,655,10
276778,319,315,30,0,734,435,7
276778,466,452,58,72,1160,552,15
276778,320,317,13,42,624,432,8
276778,291,287,46,0,600,346,4
276778,661,655,80,96,1473,808,10
276778,715,699,20,168,1543,847,21
276778,320,312,43,42,814,368,10
276778,688,672,67,168,1550,738,18
276778,419,391,54,0,821,594,42
276778,467,452,27,42,935,507,16
276778,483,476,40,0,1027,592,10
276778,385,375,15,0,817,446,10
276778,365,361,57,0,938,380,4
276778,591,574,68,156,1091,637,19
276778,303,296,76,0,642,321,7
330002,508,499,0,72,1080,597,11
330002,316,311,22,0,692,352,5
330002,466,462,40,24,1370,497,4
330002,323,320,19,12,726,352,3
330002,290,288,38,0,573,303,2
330002,665,663,38,36,1922,757,4
330002,680,669,69,84,1396,740,12
330002,318,312,59,36,707,342,7
330002,686,678,63,60,1769,706,8
330002,419,412,13,0,974,457,8
330002,466,461,38,12,1242,492,5
330002,484,482,43,0,1081,548,3
330002,387,384,42,0,986,420,4
330002,364,358,184,0,868,381,6
330002,589,579,53,60,1314,608,10
330002,300,298,42,0,804,306,2
249816,511,499,0,216,1213,988,69
249816,321,302,64,0,716,628,74
249816,467,435,132,264,1004,902,167
249816,324,308,0,144,752,632,70
249816,292,275,122,0,628,556,77
249816,669,646,158,228,1670,1288,91
249816,722,683,0,768,1716,1557,164
249816,319,284,162,168,740,675,118
249816,689,678,95,768,1827,1337,74
249816,436,426,163,0,1109,860,75
249816,467,462,3,120,1108,896,44
249816,485,482,43,0,1168,957,35
249816,388,381,41,396,847,732,40
249816,365,356,129,48,944,727,34
249816,593,581,2,804,1563,1146,53
249816,305,263,225,0,593,565,102
308266,509,506,1198,0,2103,1730,85
308266,322,320,636,0,1507,1433,79
308266,465,462,875,0,1887,1632,83
308266,324,323,811,324,1605,1281,60
308266,293,292,287,0,1191,988,49
308266,667,667,4261,0,3057,2563,110
308266,725,716,3050,732,3319,3039,188
308266,321,318,1006,60,1444,1225,65
308266,695,687,197,1392,3362,2689,140
308266,435,429,408,0,2123,1589,86
308266,468,467,2430,0,1925,1712,90
308266,484,482,718,0,2245,1886,106
308266,386,261,550,0,673,1275,278
308266,365,225,30,1404,562,919,228
308266,597,593,3623,0,2943,2594,140
308266,303,301,1850,0,1282,972,37
