Basis,Aim Store Count,Instock Store Count,Balance On Hand,Balance On Order,Store Balance On Hand,Target Inventory Level,Need for Target Inventory Level
276778,399,375,6,186,762,464,32
276778,377,369,2,90,716,459,8
276778,450,442,65,36,1023,542,11
276778,415,405,5,102,802,471,13
276778,308,302,10,54,512,361,6
276778,706,693,57,216,1417,849,19
276778,747,720,121,306,1462,1017,21
276778,322,312,12,108,621,381,6
276778,667,649,71,228,1393,878,15
276778,368,360,33,90,648,417,7
276778,474,468,43,96,913,616,7
276778,506,497,35,30,963,583,13
276778,451,443,10,126,1027,591,10
276778,338,325,0,108,752,402,14
276778,603,581,62,120,1063,841,32
276778,390,383,66,150,752,474,6
237741,399,387,1224,0,1074,812,62
237741,379,357,119,576,1026,774,26
237741,448,370,631,0,869,898,114
237741,418,380,400,0,965,847,27
237741,308,86,0,2016,172,745,265
237741,699,607,1910,0,1564,1420,163
237741,765,600,50,2808,1302,1724,284
237741,321,315,860,0,889,653,17
237741,668,535,3024,144,1217,1372,305
237741,368,290,2473,0,795,806,125
237741,469,315,0,3960,564,942,285
237741,503,496,2885,0,1152,1018,38
237741,443,410,438,504,1042,892,20
237741,336,219,0,864,430,695,203
237741,599,580,2499,0,1316,1229,62
237741,383,295,1297,0,630,773,175
237755,399,397,1534,0,994,821,33
237755,379,359,451,216,932,777,34
237755,448,442,1118,0,1286,908,13
237755,419,383,221,0,981,851,38
237755,308,114,0,2016,211,741,257
237755,701,666,1624,0,1984,1449,86
237755,767,620,1584,1656,1401,1873,319
237755,321,314,3600,0,1073,673,18
237755,669,590,2592,0,1720,1391,181
237755,368,311,658,1296,979,854,53
237755,470,455,1963,0,1496,962,28
237755,503,476,887,0,1449,1030,53
237755,444,441,634,0,1061,894,24
237755,336,330,1509,0,840,714,39
237755,599,596,1424,0,1839,1213,34
237755,383,379,1306,0,995,771,24
249816,399,377,164,108,740,489,35
249816,381,366,14,240,805,541,35
249816,450,434,0,312,914,521,26
249816,420,402,0,228,933,619,49
249816,308,300,15,288,794,548,18
249816,708,679,150,372,1315,836,46
249816,767,712,143,672,1641,1210,93
249816,322,302,102,372,712,486,44
249816,671,644,155,564,1693,1027,42
249816,369,357,231,396,907,622,21
249816,475,455,37,348,932,594,37
249816,506,483,0,204,935,583,33
249816,451,433,26,132,797,499,32
249816,339,315,11,372,639,476,51
249816,603,580,0,360,1494,931,65
249816,389,376,0,300,855,481,21
