Basis,Aim Store Count,Instock Store Count,Balance On Hand,Balance On Order,Store Balance On Hand,Target Inventory Level,Need for Target Inventory Level
276778,513,499,0,48,1077,656,21
276778,324,316,31,0,706,441,10
276778,475,468,28,54,1165,557,7
276778,327,297,75,0,632,442,41
276778,293,289,25,0,610,346,4
276778,680,646,0,120,1441,828,39
276778,725,704,62,96,1545,851,24
276778,323,311,42,0,816,373,15
276778,695,673,105,60,1542,732,23
276778,421,404,72,0,827,600,20
276778,471,462,40,36,950,512,11
276778,485,473,9,36,1021,594,14
276778,391,380,30,0,828,450,11
276778,368,350,0,42,951,385,20
276778,597,577,93,48,1049,636,22
276778,307,303,46,0,668,325,4
330002,513,511,22,60,1131,602,4
330002,325,313,24,0,689,362,12
330002,475,473,31,12,1362,506,2
330002,327,319,33,0,730,357,8
330002,293,288,18,0,587,306,5
330002,680,669,0,60,1945,777,11
330002,688,678,104,24,1434,745,12
330002,323,321,31,0,718,341,3
330002,694,684,46,60,1849,713,10
330002,421,420,29,0,979,458,1
330002,472,468,24,24,1248,496,4
330002,484,479,25,0,1094,548,5
330002,391,387,29,0,982,423,4
330002,368,359,128,0,882,382,9
330002,597,586,36,24,1357,611,13
330002,307,303,21,0,856,310,4
249816,514,487,0,336,1196,1002,78
249816,325,320,156,0,778,633,25
249816,475,468,110,204,1224,916,27
249816,327,304,247,0,797,641,51
249816,293,279,175,0,706,575,42
249816,684,644,0,432,1617,1308,123
249816,727,701,51,1380,1755,1571,123
249816,323,307,435,0,827,659,47
249816,698,657,223,396,1809,1342,98
249816,439,419,228,0,1093,872,69
249816,472,467,180,144,1121,912,33
249816,485,478,293,0,1183,953,36
249816,391,388,105,0,901,739,28
249816,368,320,0,516,977,743,97
249816,598,561,284,156,1480,1148,100
249816,307,298,332,0,741,563,33
308266,514,509,701,0,1758,1139,35
308266,325,325,366,0,1240,841,23
308266,475,473,548,0,1623,1015,18
308266,329,326,746,0,1231,744,19
308266,293,284,108,0,997,713,39
308266,690,680,3862,0,2661,1502,26
308266,729,720,2026,0,2901,2184,88
308266,323,322,504,0,1262,796,26
308266,704,700,530,60,3173,1652,26
308266,437,431,298,0,1684,1062,34
308266,472,471,2086,0,1652,1047,18
308266,485,480,194,48,1812,1106,26
308266,394,391,1441,0,1169,821,26
308266,370,362,2832,0,1042,834,45
308266,608,606,2792,0,2630,1406,30
308266,307,307,1613,0,1136,660,4
460400,514,508,1193,0,1550,1095,36
460400,324,319,543,0,1065,834,52
460400,475,470,771,0,1409,970,18
460400,327,323,517,0,1035,789,45
460400,293,292,237,0,1031,733,36
460400,684,671,1458,0,2195,1423,35
460400,716,703,4126,0,2291,1959,126
460400,323,319,1035,0,1139,796,33
460400,698,690,2184,0,2457,1581,51
460400,439,426,352,0,1390,1062,91
460400,472,467,779,0,1396,988,25
460400,485,480,231,168,1403,1032,43
460400,391,387,260,0,1159,816,25
460400,368,360,0,996,1124,927,74
460400,598,590,1215,0,2077,1305,35
460400,307,301,1183,0,935,717,21
460403,513,506,2015,0,1550,1100,40
460403,323,318,429,0,1081,837,50
460403,473,467,1591,0,1416,966,22
460403,326,323,618,0,1106,811,37
460403,293,291,284,0,940,758,57
460403,681,670,3684,0,2189,1401,36
460403,715,702,3813,0,2314,1940,131
460403,318,309,600,0,1323,827,32
460403,689,675,2077,0,2632,1710,51
460403,438,393,384,0,1264,1088,167
460403,470,467,1078,0,1477,1023,41
460403,485,480,922,0,1464,1052,45
460403,391,387,756,0,1222,840,17
460403,366,360,13,816,1275,920,38
460403,590,582,1903,0,2127,1340,34
460403,306,305,1659,0,1091,731,9
460423,514,500,0,252,1460,1052,76
460423,325,320,266,0,938,690,25
460423,475,462,0,84,1368,956,54
460423,327,319,155,0,907,675,42
460423,293,288,156,0,874,611,28
460423,684,671,1041,0,2147,1375,35
460423,689,677,178,744,1930,1489,112
460423,323,309,108,0,1007,685,50
460423,695,682,1209,0,2294,1464,51
460423,439,423,156,0,1316,914,80
460423,472,465,1251,0,1327,959,27
460423,485,481,0,156,1358,985,35
460423,391,390,44,0,1057,796,30
460423,368,363,229,408,1088,766,27
460423,598,593,312,0,1906,1225,34
460423,306,302,304,0,937,628,20
689296,502,399,0,336,926,957,143
689296,323,305,168,0,689,635,48
689296,452,271,0,696,599,792,181
689296,325,290,135,0,659,648,76
689296,293,286,62,0,679,609,37
689296,644,508,0,588,1112,1245,224
689296,698,672,112,732,1721,1522,124
689296,310,247,168,0,625,603,74
689296,677,597,331,408,1532,1370,122
689296,434,418,136,0,998,908,76
689296,451,292,169,216,642,822,172
689296,465,372,0,96,868,848,92
689296,367,269,0,1008,567,695,121
689296,361,347,40,672,923,762,77
689296,563,463,57,180,1128,1116,139
689296,285,227,144,0,546,545,75
716887,511,502,118,192,1211,1056,63
716887,324,314,228,0,824,718,56
716887,475,470,216,312,1155,975,52
716887,320,297,234,0,694,689,76
716887,288,279,323,0,766,711,46
716887,682,645,0,528,1613,1401,142
716887,714,689,360,996,1883,1748,140
716887,321,311,312,0,884,797,60
716887,699,681,808,660,1962,1722,127
716887,433,421,362,0,1050,975,72
716887,472,463,405,228,1137,1005,63
716887,485,476,10,288,1122,994,60
716887,393,384,44,0,880,795,53
716887,369,360,135,732,890,794,62
716887,599,586,1647,0,1526,1303,87
716887,307,301,268,0,734,647,34
850624,514,509,175,456,1467,1096,36
850624,325,321,2101,0,968,729,33
850624,475,473,335,168,2808,966,20
850624,327,326,900,0,1085,730,20
850624,293,292,491,0,956,707,20
850624,684,671,665,204,1981,1404,33
850624,701,679,2511,0,1897,1532,69
850624,323,320,538,0,1115,775,23
850624,698,691,7587,0,2416,1720,39
850624,438,434,428,0,1320,997,35
850624,472,469,562,108,1389,1022,18
850624,485,477,2903,0,1370,1049,36
850624,391,388,2312,0,1126,829,20
850624,368,362,332,192,1037,819,34
850624,599,595,1018,192,1924,1347,26
850624,307,305,589,0,975,667,19
868171,514,512,32,192,1150,1025,23
868171,325,324,0,120,718,650,35
868171,475,475,10,168,1101,951,22
868171,328,319,97,0,722,654,45
868171,293,292,103,0,715,590,22
868171,685,675,38,252,1580,1362,43
868171,689,685,151,324,1546,1382,55
868171,322,318,276,0,804,650,25
868171,698,691,375,204,1590,1403,74
868171,437,432,226,0,982,878,28
868171,472,471,189,132,1042,947,33
868171,485,484,12,120,1081,970,31
868171,393,389,48,0,861,778,21
868171,369,363,12,360,790,730,27
868171,600,593,342,204,1311,1199,65
868171,307,303,180,0,679,613,15
122649,513,511,89,96,1628,1541,144
122649,324,323,24,192,991,974,88
122649,475,474,51,240,1637,1428,38
122649,325,322,122,0,1019,975,79
122649,293,290,8,360,918,904,83
122649,681,675,0,288,2222,2040,62
