Basis,Aim Store Count,Instock Store Count,Balance On Hand,Balance On Order,Store Balance On Hand,Target Inventory Level,Need for Target Inventory Level
276778,512,504,45,0,1071,658,10
276778,324,320,14,30,704,438,4
276778,475,466,50,18,1128,557,11
276778,328,325,115,0,668,440,5
276778,293,271,28,0,565,366,29
276778,680,668,105,66,1447,829,15
276778,722,701,80,42,1504,845,23
276778,323,314,32,0,807,380,10
276778,701,675,66,78,1488,751,26
276778,421,417,89,78,838,607,8
276778,471,453,0,48,908,512,20
276778,485,479,54,0,1016,596,8
276778,391,383,75,0,816,447,9
276778,368,360,24,24,940,382,8
276778,598,576,39,42,1021,645,23
276778,308,301,23,42,656,327,7
330002,512,509,67,0,1132,601,4
330002,325,323,13,24,678,363,2
330002,475,469,11,36,1342,505,6
330002,328,324,23,12,721,358,4
330002,293,290,15,0,576,312,3
330002,680,674,4,36,1927,777,6
330002,689,684,29,48,1455,752,4
330002,323,318,39,0,698,341,5
330002,700,684,45,48,1826,725,15
330002,421,415,28,0,963,460,6
330002,472,465,26,12,1232,496,7
330002,484,481,38,0,1081,548,3
330002,391,386,12,24,965,424,5
330002,368,359,85,0,893,381,10
330002,598,586,35,24,1338,614,13
330002,308,305,15,24,852,310,3
249816,513,499,363,0,1266,991,42
249816,325,312,0,240,756,628,46
249816,475,470,94,420,1227,907,30
249816,328,328,62,192,862,641,22
249816,293,255,288,0,629,578,88
249816,684,655,373,216,1646,1308,92
249816,728,713,350,756,1862,1575,99
249816,323,310,440,0,921,658,36
249816,705,658,312,624,1761,1335,128
249816,439,433,42,480,1164,869,28
249816,472,463,0,216,1086,907,51
249816,485,482,222,36,1192,937,32
249816,391,386,17,156,886,736,32
249816,368,341,484,96,989,731,88
249816,599,554,104,360,1469,1150,117
249816,308,300,232,204,789,558,20
308266,513,511,500,0,1620,1072,25
308266,325,323,90,144,1105,756,18
308266,475,468,314,0,1498,989,25
308266,330,329,431,0,1149,712,17
308266,293,287,132,0,949,666,33
308266,690,682,3584,0,2470,1436,24
308266,730,718,1152,216,2626,1879,69
308266,323,318,401,0,1149,732,23
308266,711,705,263,204,2929,1563,37
308266,437,433,312,168,1602,984,26
308266,472,468,1876,0,1528,998,14
308266,485,485,162,24,1712,1012,23
308266,394,392,1223,0,1131,806,15
308266,370,365,2390,0,1028,815,34
308266,609,604,2499,0,2412,1330,24
308266,308,307,1531,0,1030,639,13
460400,513,505,856,0,1495,1061,27
460400,325,318,222,0,1040,808,41
460400,475,472,450,0,1383,963,26
460400,328,324,164,0,1033,775,35
460400,293,290,364,0,992,739,37
460400,684,673,910,0,2131,1405,43
460400,716,701,2956,0,2263,1924,118
460400,323,320,636,0,1124,769,34
460400,705,692,1164,0,2380,1518,52
460400,439,438,430,228,1454,1046,41
460400,472,464,466,0,1347,980,39
460400,485,482,186,24,1432,1000,21
460400,391,390,102,12,1135,816,16
460400,368,363,880,0,1161,908,38
460400,599,595,753,0,2002,1274,49
460400,308,305,806,0,954,715,21
460403,512,511,1566,0,1539,1058,28
460403,323,319,161,84,1070,803,32
460403,473,467,1297,0,1377,959,14
460403,327,323,222,0,1018,789,36
460403,293,290,286,0,965,737,32
460403,681,673,3288,0,2140,1379,31
460403,716,706,2618,0,2294,1893,103
460403,318,314,314,0,1265,772,27
460403,693,675,907,0,2468,1563,47
460403,438,431,268,444,1483,1028,44
460403,470,465,637,0,1446,982,22
460403,485,481,744,0,1444,998,21
460403,391,388,375,0,1156,806,15
460403,366,360,734,0,1275,910,33
460403,591,583,1049,0,2026,1266,24
460403,307,306,1509,0,999,719,15
460423,513,505,362,0,1484,1035,34
460423,325,317,114,108,900,668,24
460423,475,472,380,0,1390,951,15
460423,328,326,8,108,923,672,16
460423,293,292,145,0,856,617,23
460423,684,676,746,0,2082,1369,22
460423,690,684,400,108,1940,1446,55
460423,323,322,108,0,1054,668,16
460423,702,695,762,0,2281,1440,25
460423,439,436,47,276,1376,901,22
460423,472,470,1011,0,1317,955,16
460423,485,484,0,36,1327,976,28
460423,391,385,0,120,1036,787,33
460423,368,366,372,0,1086,750,23
460423,599,597,113,48,1846,1218,23
460423,307,306,382,0,910,628,14
689296,500,470,467,0,1157,995,58
689296,323,306,230,48,768,651,25
689296,452,376,207,684,843,851,95
689296,326,316,290,0,773,655,28
689296,293,285,297,0,728,615,29
689296,644,617,446,468,1519,1308,64
689296,701,676,847,0,1855,1534,100
689296,311,281,439,0,732,656,47
689296,683,556,1485,0,1360,1411,225
689296,434,420,240,372,1084,915,48
689296,451,421,318,0,1002,904,54
689296,465,445,276,60,1085,927,46
689296,367,336,445,0,786,717,41
689296,361,352,461,168,981,771,44
689296,564,536,1008,0,1387,1193,82
689296,286,268,610,0,719,600,29
716887,510,494,356,0,1211,1051,56
716887,324,301,122,276,781,712,62
716887,475,465,460,204,1131,964,54
716887,321,306,0,336,756,682,53
716887,288,253,408,0,633,721,112
716887,682,665,250,288,1683,1395,66
716887,715,665,879,360,1780,1727,171
716887,322,313,410,0,931,762,41
716887,706,682,783,636,2020,1674,105
716887,433,418,423,480,1135,987,50
716887,472,465,191,264,1154,985,43
716887,485,478,297,48,1157,988,35
716887,393,373,0,360,842,788,68
716887,369,354,583,108,874,783,56
716887,600,580,687,96,1556,1313,74
716887,308,300,87,264,742,648,29
850624,513,510,620,0,1464,1041,24
850624,325,320,1860,0,959,677,18
850624,475,473,456,36,2827,956,13
850624,328,326,718,0,1053,679,12
850624,293,291,402,0,942,659,14
850624,684,674,795,0,1955,1379,35
850624,703,699,1313,0,2021,1518,39
850624,323,322,538,0,1105,687,9
850624,705,695,7191,0,2305,1515,31
850624,438,438,460,72,1299,910,15
850624,472,469,524,60,1384,964,22
850624,485,484,2656,0,1366,987,21
850624,391,389,2171,0,1105,790,14
850624,368,366,377,60,1067,775,20
850624,600,594,1042,0,1864,1242,27
850624,308,306,489,60,974,634,9
868171,513,508,203,0,1148,1024,24
868171,325,299,0,312,618,650,87
868171,475,472,90,156,1111,950,23
868171,329,327,6,144,760,656,13
868171,293,282,110,0,672,591,44
868171,685,672,168,144,1568,1364,34
868171,690,685,275,108,1510,1384,51
868171,323,322,233,0,790,648,24
868171,705,692,309,216,1612,1419,46
868171,437,434,143,120,985,876,25
868171,472,469,80,132,1068,947,20
868171,485,484,70,36,1091,971,27
868171,393,389,10,120,860,781,22
868171,369,363,263,84,794,731,26
868171,601,595,356,108,1338,1201,37
868171,308,307,121,120,683,614,16
122649,512,505,0,0,1594,1539,147
122649,324,323,7,0,986,969,81
122649,475,470,0,0,1566,1430,70
122649,326,323,0,0,988,979,93
122649,293,265,3,0,718,903,148
122649,681,675,0,0,2194,2042,65
122649,728,667,0,0,2038,2355,332
122649,323,300,0,0,924,1006,151
122649,701,659,0,0,2054,2181,243
122649,438,435,0,0,1307,1314,167
122649,471,430,175,0,1230,1419,177
122649,483,481,15,0,1422,1449,178
122649,390,386,0,0,1199,1169,51
122649,368,357,0,0,1101,1106,121
122649,597,518,6,0,1375,1883,346
122649,308,284,0,0,806,934,150
559682,512,505,47,96,1377,1032,24
559682,324,321,80,0,788,657,16
559682,475,473,227,0,1308,971,17
559682,326,325,68,0,889,656,9
559682,293,287,228,0,764,686,57
559682,681,679,157,0,1889,1363,9
559682,727,714,89,408,2144,1728,72
559682,323,318,133,0,964,715,28
559682,701,654,0,528,1743,1584,173
559682,438,434,43,108,1157,908,31
559682,471,463,87,228,1263,997,29
559682,483,481,115,0,1289,968,14
559682,389,388,48,0,1061,781,7
559682,368,364,120,0,1034,764,18
559682,597,587,464,0,1630,1335,70
559682,307,301,101,0,819,644,26
867042,512,495,161,588,1235,1034,52
867042,324,316,484,0,896,653,22
867042,475,458,958,0,1071,959,55
867042,326,322,337,0,827,659,28
867042,293,281,474,0,732,619,40
867042,681,665,959,0,1634,1368,75
867042,726,694,401,1260,1739,1527,107
867042,323,315,495,0,823,670,40
867042,701,336,0,0,718,1459,489
867042,437,428,833,252,1027,909,53
867042,471,457,323,432,1087,962,60
867042,483,471,687,0,1136,972,56
867042,390,379,407,0,866,785,49
867042,367,353,415,0,865,757,49
867042,597,570,654,0,1475,1299,122
867042,308,296,272,0,726,624,31
867043,512,508,266,180,1130,1032,31
