Basis,Aim Store Count,Instock Store Count,Balance On Hand,Balance On Order,Store Balance On Hand,Target Inventory Level,Need for Target Inventory Level
276778,497,487,42,72,1109,660,17
276778,315,308,42,0,708,411,17
276778,453,439,17,96,1160,560,19
276778,321,315,97,30,635,413,11
276778,292,286,112,0,595,394,17
276778,672,663,124,72,1581,821,12
276778,619,593,57,216,1232,727,48
276778,317,311,102,0,788,384,14
276778,685,660,590,36,1383,814,37
276778,425,419,236,0,863,592,19
276778,468,457,81,0,971,554,16
276778,482,467,83,0,1017,629,25
276778,389,379,64,48,858,469,15
276778,447,428,80,288,1119,484,21
276778,595,580,174,66,1076,717,28
276778,297,286,35,144,608,365,17
330002,498,487,174,48,1024,558,13
330002,314,307,89,0,680,343,8
330002,452,446,12,72,1323,479,6
330002,320,312,62,0,670,350,8
330002,292,283,160,0,489,334,14
330002,673,668,97,48,1946,770,7
330002,618,602,258,288,1082,694,25
330002,317,307,36,108,564,335,12
330002,686,676,196,72,1424,699,11
330002,425,423,108,0,965,471,5
330002,470,462,25,60,1250,491,10
330002,483,474,143,0,1054,530,10
330002,389,383,33,36,1018,417,7
330002,422,413,399,60,779,484,14
330002,594,588,368,12,1183,614,7
330002,297,292,130,72,755,306,9
249816,498,478,43,120,955,616,43
249816,314,299,122,0,612,371,28
249816,453,434,87,72,841,580,38
249816,320,300,49,108,569,366,23
249816,291,277,127,0,613,431,27
249816,675,652,89,168,1426,844,39
249816,621,498,0,756,997,848,238
249816,317,305,105,60,750,475,43
249816,684,641,0,492,1364,963,95
249816,437,420,196,72,918,577,41
249816,468,450,41,156,901,628,37
249816,482,457,134,0,932,634,49
249816,389,372,171,0,750,523,29
249816,456,427,1705,0,1126,677,71
249816,595,565,616,36,1289,891,60
249816,296,285,170,204,548,396,26
308266,498,486,116,324,1243,1050,94
308266,316,309,364,0,805,730,96
308266,451,443,117,192,1167,916,54
308266,321,319,158,252,768,694,65
308266,290,281,191,0,805,778,115
308266,674,655,116,408,1860,1399,128
308266,621,570,420,840,1490,1430,295
308266,314,311,144,60,954,665,46
308266,687,674,550,660,2167,1442,96
308266,436,428,528,768,1621,1087,127
308266,466,460,57,204,1211,965,51
308266,483,478,317,0,1365,1003,57
308266,387,380,49,276,937,785,46
308266,457,444,102,432,1183,1087,160
308266,596,585,664,0,1769,1245,77
308266,295,291,417,384,783,607,39
327095,498,494,179,0,1260,752,13
327095,313,312,272,0,793,551,11
327095,453,447,638,0,1255,639,9
327095,321,320,847,0,817,571,9
327095,292,286,560,0,761,530,30
327095,673,668,150,0,1962,1059,13
327095,619,612,136,0,1605,1161,34
327095,315,312,884,0,838,471,15
327095,685,671,847,0,1759,1072,37
327095,439,439,679,0,1532,821,19
327095,469,466,209,0,1233,655,9
327095,481,477,749,0,1133,684,14
327095,389,388,228,0,1123,529,4
327095,433,429,266,0,1388,785,15
327095,596,586,227,0,1462,903,31
327095,296,290,0,0,746,442,20
460400,498,488,200,72,1325,1028,60
460400,314,313,181,0,836,706,61
460400,453,446,0,120,1162,914,39
460400,321,318,327,24,846,765,84
460400,291,287,235,0,833,762,87
460400,672,663,0,228,1785,1395,52
460400,619,602,504,576,1493,1403,153
460400,313,307,180,84,857,651,46
460400,685,665,187,0,1968,1403,106
460400,437,433,307,252,1299,1113,136
460400,466,447,0,228,1125,945,85
460400,481,462,150,0,1259,976,102
460400,388,383,10,156,959,781,39
460400,443,431,120,204,1216,961,124
460400,595,583,55,204,1709,1227,80
460400,297,293,188,168,816,601,24
460403,497,495,7,168,1273,1003,34
460403,313,310,108,0,826,633,34
460403,452,448,23,84,1174,909,27
460403,320,317,217,120,768,644,26
460403,292,286,345,0,778,671,52
460403,667,663,34,108,1839,1362,40
460403,617,596,69,408,1486,1342,137
460403,298,295,69,72,836,611,33
460403,644,632,4,156,1812,1323,78
460403,438,431,328,204,1203,945,79
460403,466,463,0,108,1229,936,29
460403,482,475,125,0,1212,971,49
460403,387,382,0,132,1043,780,23
460403,444,423,27,288,1213,993,128
460403,581,577,138,192,1617,1173,35
460403,295,288,496,204,756,603,33
460423,498,495,257,48,1514,1173,75
460423,315,312,161,0,910,778,73
460423,453,452,24,72,1351,1024,25
460423,321,316,144,168,896,755,55
460423,292,288,177,0,919,718,48
460423,675,665,0,216,2093,1570,89
460423,619,596,515,576,1560,1492,209
460423,317,314,83,36,968,728,55
460423,686,679,129,96,2217,1573,62
460423,439,438,193,312,1410,1024,62
460423,468,464,20,96,1406,1071,45
460423,482,479,166,0,1354,1107,76
460423,388,386,29,108,1081,878,26
460423,421,408,378,108,1074,927,68
460423,595,594,222,180,1892,1361,33
460423,297,296,100,144,917,695,24
480957,498,490,68,24,1026,512,11
480957,314,306,623,0,664,323,13
480957,453,452,898,0,928,459,1
480957,320,311,0,72,609,333,11
480957,288,279,90,0,606,410,37
480957,672,660,70,36,1519,687,14
480957,618,583,102,132,1188,697,47
480957,311,299,169,0,671,332,17
480957,680,659,200,0,1467,715,31
480957,434,422,902,0,904,514,27
480957,466,458,18,36,905,481,8
480957,481,474,231,0,1014,489,8
480957,387,379,302,0,754,391,8
480957,443,425,68,120,1038,528,27
480957,591,562,0,156,1152,638,43
480957,297,292,49,48,687,316,8
488681,491,460,0,0,1819,982,121
488681,315,308,0,0,800,631,50
488681,452,439,0,0,1093,904,75
488681,319,309,0,0,697,639,67
488681,292,263,0,0,639,603,118
488681,653,621,0,0,1602,1308,150
488681,611,550,0,0,1196,1235,254
488681,312,269,3,0,705,624,133
488681,673,604,0,0,2302,1344,238
488681,437,415,0,0,1062,880,100
488681,459,419,0,0,1015,919,151
488681,477,439,0,0,1490,954,121
488681,382,368,0,0,1350,764,55
488681,445,384,0,0,1000,899,216
488681,580,557,0,0,1304,1161,142
488681,285,276,0,0,754,570,40
689296,345,341,12,240,792,699,41
689296,287,285,134,0,713,577,35
689296,262,258,120,96,582,530,41
689296,294,285,58,120,600,592,61
689296,284,282,141,0,673,640,52
689296,498,487,185,168,1137,1017,75
689296,598,560,583,552,1258,1262,179
689296,211,207,49,192,497,443,41
689296,511,497,115,384,1194,1063,99
689296,416,407,151,192,913,883,84
689296,263,258,116,48,590,532,44
689296,272,267,116,0,597,553,43
689296,208,205,77,108,468,439,33
689296,420,404,218,432,953,898,99
689296,430,424,302,156,959,887,72
689296,198,195,43,228,480,405,30
716887,494,488,177,240,1093,997,53
716887,315,307,227,0,701,652,65
716887,453,447,150,108,1045,911,48
716887,313,308,77,216,676,640,54
716887,290,284,415,0,721,701,82
716887,674,662,251,216,1583,1355,86
716887,619,601,837,768,1354,1361,191
716887,311,297,193,204,711,696,101
716887,687,670,283,540,1787,1512,156
716887,434,420,351,240,1036,944,88
716887,469,460,166,204,1052,962,81
716887,483,470,245,0,1057,968,76
716887,386,384,84,180,857,774,38
716887,439,422,291,516,1056,967,120
716887,595,586,758,0,1371,1215,93
716887,295,286,234,312,674,606,50
868171,493,487,123,216,1019,993,35
868171,312,305,315,0,621,627,42
868171,442,440,272,204,894,883,27
868171,317,316,238,120,656,647,21
868171,288,284,358,0,644,629,47
868171,671,666,413,168,1367,1340,54
868171,596,588,828,0,1277,1253,76
868171,310,306,597,0,760,705,35
868171,680,666,808,552,1452,1416,91
868171,433,428,331,120,880,911,60
868171,463,461,224,204,977,945,37
868171,478,469,233,0,936,955,52
868171,385,384,133,96,762,768,23
868171,409,404,407,204,844,819,36
868171,582,579,579,312,1221,1173,42
868171,288,285,8,156,564,577,32
122649,496,495,220,0,1533,1488,178
122649,315,312,240,0,870,945,167
122649,453,451,63,0,1482,1360,40
122649,319,318,177,0,927,957,120
122649,292,289,33,408,914,891,111
122649,674,674,117,264,2250,2022,44
122649,619,599,49,408,1757,1874,324
122649,317,314,44,432,988,978,152
122649,687,682,741,0,2250,2098,181
122649,438,436,326,0,1300,1317,174
122649,467,467,92,0,1467,1404,49
122649,479,479,179,0,1358,1438,203
122649,388,387,260,0,1237,1163,26
122649,457,454,555,0,1429,1496,182
122649,593,590,567,1224,1908,1807,135
122649,297,297,294,0,903,893,60
559682,497,488,15,0,1387,1000,33
559682,316,311,336,0,847,635,23
559682,453,452,56,0,1327,914,19
559682,319,316,43,0,894,642,13
559682,292,289,11,384,802,671,39
559682,676,675,2,180,2107,1362,11
559682,619,594,888,1056,1631,1333,146
559682,317,312,297,276,954,682,40
559682,687,669,675,0,1919,1480,117
559682,438,431,180,0,1187,928,71
559682,467,465,109,0,1370,961,25
559682,481,480,45,0,1375,967,17
559682,389,387,44,0,1162,780,9
559682,456,447,345,0,1378,1071,75
559682,592,582,356,540,1509,1254,85
559682,296,289,246,0,783,618,37
867042,202,0,0,588,0,0,0
867042,628,0,0,1116,0,6,6
867042,441,0,0,1008,0,0,0
867043,202,0,1,588,0,0,0
867043,628,0,144,1116,0,6,6
867043,441,0,0,1008,0,0,0
232807,497,494,276,132,1483,1493,236
232807,314,308,175,0,893,947,169
232807,453,449,7,324,1386,1361,122
232807,321,317,324,0,914,963,167
232807,292,284,76,204,846,877,154
232807,676,662,468,0,2035,2030,208
232807,619,508,881,1068,1428,1861,617
232807,317,297,3,588,887,965,208
232807,687,619,0,1188,1775,2074,549
232807,438,427,334,108,1200,1319,237
232807,469,465,164,288,1469,1406,128
232807,483,474,360,0,1375,1448,264
232807,388,385,29,156,1303,1163,75
232807,454,429,476,960,1294,1472,303
232807,593,574,1627,156,1772,1794,265
232807,297,292,75,576,914,891,110
232813,498,491,526,108,1486,1512,238
232813,315,309,360,0,924,957,159
232813,453,452,143,444,1503,1382,79
232813,321,317,388,0,935,966,136
232813,292,285,253,48,896,896,134
232813,676,671,380,156,2307,2056,126
232813,619,597,2572,624,2177,1947,286
232813,316,313,3,648,1107,999,142
232813,687,675,278,1272,2672,2160,205
232813,438,434,427,384,1243,1323,209
232813,470,468,198,384,1555,1426,81
232813,484,476,532,0,1396,1458,226
232813,389,386,220,204,1215,1169,70
232813,455,436,937,576,1586,1504,214
232813,594,591,2353,348,2438,1919,122
232813,297,295,964,192,1155,914,50
246784,498,445,0,84,1085,500,55
