Basis,Aim Store Count,Instock Store Count,Balance On Hand,Balance On Order,Store Balance On Hand,Target Inventory Level,Need for Target Inventory Level
276778,402,400,14,6,1011,803,4
276778,395,391,60,0,1027,788,17
276778,449,448,67,0,1253,898,5
276778,506,503,66,0,1340,1007,11
276778,313,305,2,42,936,625,14
276778,648,647,49,0,1706,1298,14
276778,774,770,48,54,2683,1533,18
276778,335,334,0,18,989,669,6
276778,662,632,51,66,2100,1352,54
276778,368,367,0,30,954,736,3
276778,477,475,17,0,1248,953,11
276778,509,505,30,0,1314,1018,17
276778,448,446,76,0,1276,896,11
276778,345,341,0,30,1224,689,4
276778,609,582,0,168,1685,1260,57
276778,423,421,6,18,1278,836,8
973898,398,395,70,0,881,422,2
973898,390,389,52,0,892,416,3
973898,443,438,7,36,1019,471,5
973898,499,491,3,60,1146,530,2
973898,307,303,0,60,822,319,4
973898,624,621,0,84,1373,678,10
973898,783,779,33,144,2474,872,6
973898,321,310,65,12,747,340,15
973898,635,601,115,84,1543,696,41
973898,362,357,35,0,806,382,6
973898,466,462,0,72,1055,511,11
973898,488,486,41,0,1081,528,4
973898,431,425,0,60,917,490,7
973898,332,329,17,36,974,346,2
973898,587,583,46,36,1692,685,5
973898,398,372,137,72,912,421,37
973899,394,394,48,0,949,454,3
973899,387,386,203,0,954,432,6
973899,434,434,178,0,1186,459,0
973899,499,498,265,0,1321,567,5
973899,304,303,115,0,934,310,2
973899,625,625,318,0,1592,723,1
973899,779,778,213,0,2870,848,2
973899,305,304,162,0,827,325,2
973899,592,591,76,48,1842,624,2
973899,343,342,2,36,892,357,1
973899,458,456,245,0,1234,489,2
973899,487,487,43,0,1223,531,4
973899,436,434,240,0,1123,474,1
973899,324,324,129,0,1109,357,0
973899,557,555,131,48,1845,605,1
973899,392,391,181,0,1231,401,1
973901,394,393,37,0,1044,394,0
973901,387,386,129,0,1056,389,1
973901,434,433,189,0,1229,434,0
973901,498,498,201,0,1461,499,0
973901,304,303,83,0,991,308,1
973901,625,625,229,0,1685,626,1
973901,780,778,85,144,3126,825,3
973901,307,306,103,0,796,310,1
973901,592,590,81,60,1892,628,3
973901,343,342,86,0,942,344,0
973901,458,456,177,0,1333,464,1
973901,487,486,135,0,1314,487,1
973901,434,433,118,0,1376,434,0
973901,324,324,96,0,1132,338,0
973901,557,556,161,36,1888,614,0
973901,392,392,169,0,1260,408,0
200964,401,398,113,288,1258,815,20
200964,393,388,395,0,1184,823,35
200964,328,324,124,432,1245,730,11
200964,606,599,956,0,2293,1367,29
213140,402,391,169,720,1565,834,39
213140,401,392,0,720,1680,848,44
213140,335,332,196,720,1815,777,16
213140,613,608,1014,1080,4094,1454,19
237741,402,401,70,144,2052,817,7
237741,399,399,329,0,1386,833,9
237741,449,449,2600,0,1685,919,2
237741,510,508,0,216,1644,1052,17
237741,313,312,1091,0,1158,684,16
237741,649,649,9370,0,2492,1330,5
237741,763,759,35,576,2505,1705,35
237741,334,334,133,144,1340,739,8
237741,663,661,2067,0,3272,1564,12
237741,367,366,792,0,1207,756,10
237741,476,474,1066,0,1769,956,8
237741,507,506,165,72,1762,1018,6
237741,443,441,805,0,1574,888,3
237741,342,338,384,432,1131,781,21
237741,604,603,986,0,3096,1356,9
237741,418,418,3954,0,2053,856,7
237755,402,399,69,72,1405,817,8
237755,399,397,172,72,1333,833,19
237755,449,448,478,0,1460,919,4
237755,510,506,99,144,1613,1052,22
237755,313,311,439,504,1214,685,16
237755,649,649,601,0,2213,1330,8
237755,796,791,71,1008,2803,1842,41
237755,334,334,156,0,1498,739,4
237755,662,659,9,288,2919,1564,23
237755,368,361,358,0,1354,771,19
237755,476,476,2,72,1679,956,10
237755,507,325,960,0,1033,1018,116
237755,443,441,19,0,1609,888,11
237755,342,339,87,360,1077,781,17
237755,604,603,173,72,2291,1356,15
237755,418,418,171,0,1723,856,11
249816,402,394,0,132,987,421,15
249816,401,378,0,372,896,441,34
249816,450,432,0,252,1080,492,23
249816,511,475,0,444,1088,559,45
249816,313,297,0,288,889,421,32
249816,651,624,1,372,1555,719,37
249816,797,767,0,1044,2173,1264,87
249816,335,327,48,360,933,464,20
249816,663,641,84,696,1732,1142,88
249816,368,353,0,324,933,410,18
249816,480,475,92,24,1283,482,7
249816,510,487,283,36,1016,519,27
249816,449,442,163,0,1018,453,6
249816,347,324,0,444,933,531,42
249816,608,599,73,420,1847,963,32
249816,425,409,60,432,977,427,22
308266,402,402,28,108,1514,806,16
308266,401,383,84,360,1214,812,76
308266,450,442,5,216,1297,900,44
308266,511,506,433,0,1622,1031,32
308266,313,308,0,276,1001,629,27
308266,649,625,1,252,1833,1302,90
308266,796,779,0,1200,2733,1602,80
308266,335,334,271,0,1340,675,11
308266,663,660,761,0,2743,1339,18
308266,366,361,0,336,1229,734,33
308266,480,468,0,216,1310,962,62
308266,510,501,180,60,1402,1020,73
308266,448,443,16,84,1328,897,22
308266,347,346,652,0,1314,699,9
308266,612,610,1333,0,2795,1233,17
308266,425,420,72,96,1603,861,20
320989,219,214,412,384,556,442,40
320989,252,230,538,384,805,525,55
320989,344,331,307,384,939,688,71
320989,286,278,195,384,1120,593,28
320989,235,227,470,384,804,516,36
320989,439,415,2,768,1397,884,87
320989,652,618,184,1536,2069,1379,101
320989,272,266,364,768,1020,563,30
320989,606,523,465,768,1823,1236,143
320989,227,181,240,384,691,460,24
320989,353,344,0,768,1180,717,53
320989,306,305,633,0,1119,620,27
320989,268,259,288,288,817,538,37
320989,301,291,74,768,956,618,34
320989,551,542,867,768,2510,1118,21
320989,360,355,571,0,1428,739,21
460400,402,401,4588,0,1997,809,3
460400,401,398,59,0,1688,818,9
460400,450,449,334,0,1950,900,5
460400,511,507,0,264,2127,1036,17
460400,313,309,549,0,1262,632,11
460400,651,649,410,0,3369,1305,4
460400,760,757,223,528,3480,1529,12
460400,335,334,276,0,1702,678,6
460400,663,660,247,0,3065,1338,7
460400,368,367,385,0,1581,736,6
460400,480,480,694,0,2089,964,5
460400,510,506,1249,0,2043,1021,7
460400,449,449,600,0,1881,899,5
460400,347,347,150,132,1610,708,1
460400,609,608,742,0,2884,1220,3
460400,425,424,555,0,1828,872,7
460403,402,402,2591,0,2137,808,0
460403,398,397,453,0,1948,812,6
460403,447,447,527,0,2285,894,1
460403,507,505,479,0,2394,1028,5
460403,313,313,183,84,1519,645,3
460403,648,647,144,0,3525,1301,3
460403,794,789,526,252,4018,1626,11
460403,330,330,391,0,1656,668,3
460403,652,651,229,180,3487,1312,4
460403,366,365,505,0,1797,738,3
460403,477,475,49,0,2273,958,8
460403,510,508,523,0,2357,1020,4
460403,449,449,370,0,2218,898,2
460403,344,343,313,0,1637,697,3
460403,601,600,421,0,3243,1204,1
460403,423,420,1041,0,1801,868,8
460423,402,401,457,0,1869,810,7
460423,400,398,36,192,1710,822,18
460423,449,449,1102,0,1988,898,3
460423,508,507,574,0,2292,1038,7
460423,313,312,280,0,1347,629,4
460423,651,649,34,48,3096,1305,5
460423,792,790,220,720,3859,1595,7
460423,335,335,367,0,1586,681,3
460423,660,659,253,0,3041,1332,7
460423,368,367,199,0,1493,736,6
460423,480,478,1104,0,1994,966,7
460423,510,510,840,0,2359,1020,3
460423,449,449,683,0,1903,898,5
460423,347,345,102,132,1640,703,3
460423,608,608,266,0,2810,1218,6
460423,425,425,164,0,1683,883,8
689296,393,384,0,180,1007,799,50
689296,399,389,84,216,1056,835,57
689296,434,425,5,312,1192,889,61
689296,509,493,0,324,1290,1050,92
689296,312,307,0,168,1053,677,32
689296,625,602,1,348,1697,1283,85
689296,782,775,0,636,2651,1767,47
689296,329,305,132,264,851,729,88
689296,651,613,105,504,1877,1542,147
689296,365,357,0,180,1112,751,28
689296,465,457,0,204,1414,935,37
689296,492,487,202,48,1344,988,48
689296,429,416,0,216,1097,861,67
689296,340,317,0,444,913,777,61
689296,590,573,149,468,1701,1329,78
689296,399,391,36,252,1219,826,40
716887,400,386,63,168,1122,804,43
716887,399,386,84,540,1007,823,73
716887,450,438,0,348,1354,900,48
716887,502,471,0,636,1328,1022,104
716887,309,301,0,600,1112,670,35
716887,648,627,0,372,1846,1302,80
716887,790,779,231,1164,3006,1624,46
716887,334,332,202,252,997,684,25
716887,663,637,255,852,2590,1348,85
716887,363,344,32,528,1192,748,50
716887,479,459,2,432,1383,972,79
716887,510,507,134,0,1552,1020,22
716887,448,442,0,120,1231,898,36
716887,346,328,0,468,1024,709,38
716887,613,600,45,516,1949,1231,43
716887,423,413,84,360,1317,872,41
850624,402,401,232,0,1352,808,9
850624,401,398,84,60,1242,818,17
850624,450,449,321,0,1568,900,3
850624,511,504,0,168,1421,1036,31
850624,313,305,0,216,895,629,34
850624,651,651,714,0,2210,1304,2
850624,762,758,0,492,2634,1528,26
850624,335,334,114,0,1235,678,1
850624,663,661,812,0,2698,1338,14
850624,368,362,0,240,1013,737,35
850624,480,477,114,0,1438,964,12
850624,510,499,17,24,1354,1020,26
850624,449,448,231,0,1461,898,5
850624,347,339,0,324,1025,700,30
850624,609,609,1106,0,2474,1220,4
850624,425,425,1295,0,1761,872,6
908183,280,251,0,264,537,567,76
908183,349,303,72,336,683,718,112
908183,279,273,0,264,739,560,40
908183,457,426,0,408,1002,933,110
908183,266,259,0,192,808,535,39
908183,452,399,0,384,1027,909,115
908183,726,688,0,768,2266,1461,109
908183,214,193,0,240,487,442,52
908183,418,385,18,456,1224,850,69
908183,330,313,0,216,843,660,49
908183,286,272,0,216,633,580,55
908183,295,290,120,24,678,590,41
908183,248,237,0,144,525,496,60
908183,322,301,0,456,937,652,34
908183,406,381,0,432,1073,817,46
908183,275,263,0,288,762,575,44
920128,312,312,229,0,814,330,0
920128,297,297,303,0,761,320,0
920128,393,393,148,0,1048,404,0
920128,361,361,188,0,970,382,0
920128,281,280,0,36,828,334,1
920128,485,485,257,0,1289,508,0
920128,673,672,56,12,2231,691,2
920128,260,260,144,0,893,268,0
920128,514,514,624,0,1788,523,0
920128,337,337,2,24,968,381,0
920128,389,388,320,0,1011,400,2
920128,449,449,31,0,1160,466,0
920128,390,390,74,0,988,396,0
920128,289,289,178,0,860,300,0
920128,448,448,45,0,1394,457,0
920128,329,329,185,0,948,335,0
936445,402,402,0,60,1107,808,6
936445,400,398,60,60,1022,818,20
936445,450,450,46,0,1278,900,4
936445,511,509,0,120,1421,1036,14
936445,313,313,56,0,1015,628,3
936445,651,651,122,0,2000,1306,4
936445,759,753,0,276,2262,1526,35
936445,335,335,0,84,924,678,15
936445,663,660,0,120,2101,1338,13
936445,368,368,0,60,1070,736,3
936445,480,480,38,0,1363,964,4
936445,510,510,111,0,1344,1020,2
936445,449,449,5,24,1249,898,5
936445,347,347,0,36,1084,700,6
936445,611,611,31,72,1899,1226,7
936445,423,422,16,24,1339,872,2
936447,401,401,0,72,1125,806,13
936447,399,393,48,96,1036,818,28
936447,450,450,22,12,1278,900,3
936447,511,508,0,180,1330,1036,25
936447,313,313,52,0,980,628,4
936447,651,651,29,24,1891,1309,4
936447,759,756,0,192,2304,1526,29
936447,335,331,16,72,938,678,23
936447,663,657,8,108,1899,1338,24
936447,368,366,0,60,1086,736,10
936447,480,480,0,48,1297,964,6
936447,510,510,150,0,1385,1020,6
936447,449,448,0,36,1206,898,11
936447,347,346,0,108,1039,700,8
936447,611,611,22,96,1876,1226,5
936447,421,421,12,48,1234,872,11
936448,401,400,0,72,1110,806,16
936448,399,394,60,96,1054,821,34
936448,450,449,0,96,1296,905,11
936448,507,503,0,144,1364,1036,45
936448,313,312,0,84,1062,630,10
936448,651,651,120,0,2064,1304,4
936448,794,783,0,288,2669,1596,29
936448,334,330,41,84,1003,678,16
936448,663,653,5,168,2044,1339,38
936448,368,368,0,84,1084,736,16
936448,480,476,0,96,1364,964,19
936448,510,509,84,0,1339,1020,15
936448,449,449,17,12,1279,898,8
936448,347,344,0,156,1080,701,12
936448,609,607,1,180,1882,1222,16
936448,420,417,12,96,1266,872,17
957603,402,401,23,168,1213,808,17
957603,398,377,105,516,905,812,93
957603,449,447,56,24,1315,898,17
